"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for"
"23.3.4.17","low_cardinality_allow_in_native_format","1",0,"Use LowCardinality type in Native format. Otherwise, convert LowCardinality columns to ordinary for select query, and convert ordinary columns to required LowCardinality for insert query.",\N,\N,0,"Bool","1",""
"23.3.4.17","cancel_http_readonly_queries_on_client_close","0",0,"Cancel HTTP readonly queries when a client closes the connection without waiting for response.",\N,\N,0,"Bool","0",""
"23.3.4.17","external_table_functions_use_nulls","1",0,"If it is set to true, external table functions will implicitly use Nullable type if needed. Otherwise NULLs will be substituted with default values. Currently supported only by 'mysql', 'postgresql' and 'odbc' table functions.",\N,\N,0,"Bool","1",""
"23.3.4.17","external_table_strict_query","0",0,"If it is set to true, transforming expression to local filter is forbidden for queries to external tables.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_hyperscan","1",0,"Allow functions that use Hyperscan library. Disable to avoid potentially long compilation times and excessive resource usage.",\N,\N,0,"Bool","1",""
"23.3.4.17","max_hyperscan_regexp_length","0",0,"Max length of regexp than can be used in hyperscan multi-match functions. Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","max_hyperscan_regexp_total_length","0",0,"Max total length of all regexps than can be used in hyperscan multi-match functions (per every function). Zero means unlimited.",\N,\N,0,"UInt64","0",""
"23.3.4.17","reject_expensive_hyperscan_regexps","1",0,"Reject patterns which will likely be expensive to evaluate with hyperscan (due to NFA state explosion)",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_simdjson","1",0,"Allow using simdjson library in 'JSON*' functions if AVX2 instructions are available. If disabled rapidjson will be used.",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_introspection_functions","0",0,"Allow functions for introspection of ELF and DWARF for query profiling. These functions are slow and may impose security considerations.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_execute_multiif_columnar","1",0,"Allow execute multiIf function columnar",\N,\N,0,"Bool","1",""
"23.3.4.17","max_partitions_per_insert_block","100",0,"Limit maximum number of partitions in single INSERTed block. Zero means unlimited. Throw exception if the block contains too many partitions. This setting is a safety threshold, because using large number of partitions is a common misconception.",\N,\N,0,"UInt64","100",""
"23.3.4.17","max_partitions_to_read","-1",0,"Limit the max number of partitions that can be accessed in one query. <= 0 means unlimited.",\N,\N,0,"Int64","-1",""
"23.3.4.17","check_query_single_value_result","1",0,"Return check query result as single 1/0 value",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_drop_detached","0",0,"Allow ALTER TABLE ... DROP DETACHED PART[ITION] ... queries",\N,\N,0,"Bool","0",""
"23.3.4.17","postgresql_connection_pool_size","16",0,"Connection pool size for PostgreSQL table engine and database engine.",\N,\N,0,"UInt64","16",""
"23.3.4.17","postgresql_connection_pool_wait_timeout","5000",0,"Connection pool push/pop timeout on empty pool for PostgreSQL table engine and database engine. By default it will block on empty pool.",\N,\N,0,"UInt64","5000",""
"23.3.4.17","postgresql_connection_pool_auto_close_connection","0",0,"Close connection before returning connection to the pool.",\N,\N,0,"Bool","0",""
"23.3.4.17","glob_expansion_max_elements","1000",0,"Maximum number of allowed addresses (For external storages, table functions, etc).",\N,\N,0,"UInt64","1000",""
"23.3.4.17","odbc_bridge_connection_pool_size","16",0,"Connection pool size for each connection settings string in ODBC bridge.",\N,\N,0,"UInt64","16",""
"23.3.4.17","odbc_bridge_use_connection_pooling","1",0,"Use connection pooling in ODBC bridge. If set to false, a new connection is created every time",\N,\N,0,"Bool","1",""
"23.3.4.17","distributed_replica_error_half_life","60",0,"Time period reduces replica error counter by 2 times.",\N,\N,0,"Seconds","60",""
"23.3.4.17","distributed_replica_error_cap","1000",0,"Max number of errors per replica, prevents piling up an incredible amount of errors if replica was offline for some time and allows it to be reconsidered in a shorter amount of time.",\N,\N,0,"UInt64","1000",""
"23.3.4.17","distributed_replica_max_ignored_errors","0",0,"Number of errors that will be ignored while choosing replicas",\N,\N,0,"UInt64","0",""
"23.3.4.17","allow_experimental_live_view","0",0,"Enable LIVE VIEW. Not mature enough.",\N,\N,0,"Bool","0",""
"23.3.4.17","live_view_heartbeat_interval","15",0,"The heartbeat interval in seconds to indicate live query is alive.",\N,\N,0,"Seconds","15",""
"23.3.4.17","max_live_view_insert_blocks_before_refresh","64",0,"Limit maximum number of inserted blocks after which mergeable blocks are dropped and query is re-executed.",\N,\N,0,"UInt64","64",""
"23.3.4.17","allow_experimental_window_view","0",0,"Enable WINDOW VIEW. Not mature enough.",\N,\N,0,"Bool","0",""
"23.3.4.17","window_view_clean_interval","60",0,"The clean interval of window view in seconds to free outdated data.",\N,\N,0,"Seconds","60",""
"23.3.4.17","window_view_heartbeat_interval","15",0,"The heartbeat interval in seconds to indicate watch query is alive.",\N,\N,0,"Seconds","15",""
"23.3.4.17","wait_for_window_view_fire_signal_timeout","10",0,"Timeout for waiting for window view fire signal in event time processing",\N,\N,0,"Seconds","10",""
"23.3.4.17","min_free_disk_space_for_temporary_data","0",0,"The minimum disk space to keep while writing temporary data used in external sorting and aggregation.",\N,\N,0,"UInt64","0",""
"23.3.4.17","default_table_engine","None",0,"Default table engine used when ENGINE is not set in CREATE statement.",\N,\N,0,"DefaultTableEngine","None",""
"23.3.4.17","show_table_uuid_in_table_create_query_if_not_nil","0",0,"For tables in databases with Engine=Atomic show UUID of the table in its CREATE query.",\N,\N,0,"Bool","0",""
"23.3.4.17","database_atomic_wait_for_drop_and_detach_synchronously","0",0,"When executing DROP or DETACH TABLE in Atomic database, wait for table data to be finally dropped or detached.",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_scalar_subquery_optimization","1",0,"If it is set to true, prevent scalar subqueries from (de)serializing large scalar values and possibly avoid running the same subquery more than once.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_trivial_count_query","1",0,"Process trivial 'SELECT count() FROM table' query from metadata.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_respect_aliases","1",0,"If it is set to true, it will respect aliases in WHERE/GROUP BY/ORDER BY, that will help with partition pruning/secondary indexes/optimize_aggregation_in_order/optimize_read_in_order/optimize_trivial_count",\N,\N,0,"Bool","1",""
"23.3.4.17","mutations_sync","0",0,"Wait for synchronous execution of ALTER TABLE UPDATE/DELETE queries (mutations). 0 - execute asynchronously. 1 - wait current server. 2 - wait all replicas if they exist.",\N,\N,0,"UInt64","0",""
"23.3.4.17","enable_lightweight_delete","1",0,"Enable lightweight DELETE mutations for mergetree tables.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_move_functions_out_of_any","0",0,"Move functions out of aggregate functions 'any', 'anyLast'.",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_normalize_count_variants","1",0,"Rewrite aggregate functions that semantically equals to count() as count().",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_injective_functions_inside_uniq","1",0,"Delete injective functions of one argument inside uniq*() functions.",\N,\N,0,"Bool","1",""
"23.3.4.17","convert_query_to_cnf","0",0,"Convert SELECT query to CNF",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_or_like_chain","0",0,"Optimize multiple OR LIKE into multiMatchAny. This optimization should not be enabled by default, because it defies index analysis in some cases.",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_arithmetic_operations_in_aggregate_functions","1",0,"Move arithmetic operations out of aggregation functions",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_duplicate_order_by_and_distinct","0",0,"Remove duplicate ORDER BY and DISTINCT if it's possible",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_redundant_functions_in_order_by","1",0,"Remove functions from ORDER BY if its argument is also in ORDER BY",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_if_chain_to_multiif","0",0,"Replace if(cond1, then1, if(cond2, ...)) chains to multiIf. Currently it's not beneficial for numeric types.",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_multiif_to_if","1",0,"Replace 'multiIf' with only one condition to 'if'.",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_if_transform_strings_to_enum","0",0,"Replaces string-type arguments in If and Transform to enum. Disabled by default cause it could make inconsistent change in distributed query that would lead to its fail.",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_monotonous_functions_in_order_by","0",0,"Replace monotonous function with its argument in ORDER BY",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_functions_to_subcolumns","0",0,"Transform functions to subcolumns, if possible, to reduce amount of read data. E.g. 'length(arr)' -> 'arr.size0', 'col IS NULL' -> 'col.null' ",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_using_constraints","0",0,"Use constraints for query optimization",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_substitute_columns","0",0,"Use constraints for column substitution",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_append_index","0",0,"Use constraints in order to append index condition (indexHint)",\N,\N,0,"Bool","0",""
"23.3.4.17","normalize_function_names","1",0,"Normalize function names to their canonical names",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_experimental_alter_materialized_view_structure","0",0,"Allow atomic alter on Materialized views. Work in progress.",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_early_constant_folding","1",0,"Enable query optimization where we analyze function and subqueries results and rewrite query if there're constants there",\N,\N,0,"Bool","1",""
"23.3.4.17","deduplicate_blocks_in_dependent_materialized_views","0",0,"Should deduplicate blocks for materialized views if the block is not a duplicate for the table. Use true to always deduplicate in dependent tables.",\N,\N,0,"Bool","0",""
"23.3.4.17","materialized_views_ignore_errors","0",0,"Allows to ignore errors for MATERIALIZED VIEW, and deliver original block to the table regardless of MVs",\N,\N,0,"Bool","0",""
"23.3.4.17","use_compact_format_in_distributed_parts_names","1",0,"Changes format of directories names for distributed table insert parts.",\N,\N,0,"Bool","1",""
"23.3.4.17","validate_polygons","1",0,"Throw exception if polygon is invalid in function pointInPolygon (e.g. self-tangent, self-intersecting). If the setting is false, the function will accept invalid polygons but may silently return wrong result.",\N,\N,0,"Bool","1",""
"23.3.4.17","max_parser_depth","1000",0,"Maximum parser depth (recursion depth of recursive descend parser).",\N,\N,0,"UInt64","1000",""
"23.3.4.17","allow_settings_after_format_in_insert","0",0,"Allow SETTINGS after FORMAT, but note, that this is not always safe (note: this is a compatibility setting).",\N,\N,0,"Bool","0",""
"23.3.4.17","periodic_live_view_refresh","60",0,"Interval after which periodically refreshed live view is forced to refresh.",\N,\N,0,"Seconds","60",""
"23.3.4.17","transform_null_in","0",0,"If enabled, NULL values will be matched with 'IN' operator as if they are considered equal.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_nondeterministic_mutations","0",0,"Allow non-deterministic functions in ALTER UPDATE/ALTER DELETE statements",\N,\N,0,"Bool","0",""
"23.3.4.17","lock_acquire_timeout","120",0,"How long locking request should wait before failing",\N,\N,0,"Seconds","120",""
"23.3.4.17","materialize_ttl_after_modify","1",0,"Apply TTL for old data, after ALTER MODIFY TTL query",\N,\N,0,"Bool","1",""
"23.3.4.17","function_implementation","",0,"Choose function implementation for specific target or variant (experimental). If empty enable all of them.",\N,\N,0,"String","",""
"23.3.4.17","allow_experimental_geo_types","1",0,"Allow geo data types such as Point, Ring, Polygon, MultiPolygon",\N,\N,0,"Bool","1",""
"23.3.4.17","data_type_default_nullable","0",0,"Data types without NULL or NOT NULL will make Nullable",\N,\N,0,"Bool","0",""
"23.3.4.17","cast_keep_nullable","0",0,"CAST operator keep Nullable for result data type",\N,\N,0,"Bool","0",""
"23.3.4.17","cast_ipv4_ipv6_default_on_conversion_error","0",0,"CAST operator into IPv4, CAST operator into IPV6 type, toIPv4, toIPv6 functions will return default value instead of throwing exception on conversion error.",\N,\N,0,"Bool","0",""
"23.3.4.17","alter_partition_verbose_result","0",0,"Output information about affected parts. Currently works only for FREEZE and ATTACH commands.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_experimental_database_materialized_mysql","0",0,"Allow to create database with Engine=MaterializedMySQL(...).",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_experimental_database_materialized_postgresql","0",0,"Allow to create database with Engine=MaterializedPostgreSQL(...).",\N,\N,0,"Bool","0",""
"23.3.4.17","system_events_show_zero_values","0",0,"When querying system.events or system.metrics tables, include all metrics, even with zero values.",\N,\N,0,"Bool","0",""
"23.3.4.17","mysql_datatypes_support_level","",0,"Which MySQL types should be converted to corresponding ClickHouse types (rather than being represented as String). Can be empty or any combination of 'decimal', 'datetime64', 'date2Date32' or 'date2String'. When empty MySQL's DECIMAL and DATETIME/TIMESTAMP with non-zero precision are seen as String on ClickHouse's side.",\N,\N,0,"MySQLDataTypesSupport","",""
"23.3.4.17","optimize_trivial_insert_select","1",0,"Optimize trivial 'INSERT INTO table SELECT ... FROM TABLES' query",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_non_metadata_alters","1",0,"Allow to execute alters which affects not only tables metadata, but also data on disk",\N,\N,0,"Bool","1",""
"23.3.4.17","enable_global_with_statement","1",0,"Propagate WITH statements to UNION queries and all subqueries",\N,\N,0,"Bool","1",""
"23.3.4.17","aggregate_functions_null_for_empty","0",0,"Rewrite all aggregate functions in a query, adding -OrNull suffix to them",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_syntax_fuse_functions","0",0,"Allow apply fuse aggregating function. Available only with `allow_experimental_analyzer`",\N,\N,0,"Bool","0",""
"23.3.4.17","flatten_nested","1",0,"If true, columns of type Nested will be flatten to separate array columns instead of one array of tuples",\N,\N,0,"Bool","1",""
"23.3.4.17","asterisk_include_materialized_columns","0",0,"Include MATERIALIZED columns for wildcard query",\N,\N,0,"Bool","0",""
"23.3.4.17","asterisk_include_alias_columns","0",0,"Include ALIAS columns for wildcard query",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_skip_merged_partitions","0",0,"Skip partitions with one part with level > 0 in optimize final",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_on_insert","1",0,"Do the same transformation for inserted block of data as if merge was done on this block.",\N,\N,0,"Bool","1",""
"23.3.4.17","force_optimize_projection","0",0,"If projection optimization is enabled, SELECT queries need to use projection",\N,\N,0,"Bool","0",""
"23.3.4.17","async_socket_for_remote","1",0,"Asynchronously read from socket executing remote query",\N,\N,0,"Bool","1",""
"23.3.4.17","insert_null_as_default","1",0,"Insert DEFAULT values instead of NULL in INSERT SELECT (UNION ALL)",\N,\N,0,"Bool","1",""
"23.3.4.17","describe_extend_object_types","0",0,"Deduce concrete type of columns of type Object in DESCRIBE query",\N,\N,0,"Bool","0",""
"23.3.4.17","describe_include_subcolumns","0",0,"If true, subcolumns of all table columns will be included into result of DESCRIBE query",\N,\N,0,"Bool","0",""
"23.3.4.17","use_query_cache","0",0,"Enable the query cache",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_writes_to_query_cache","1",0,"Enable storing results of SELECT queries in the query cache",\N,\N,0,"Bool","1",""
"23.3.4.17","enable_reads_from_query_cache","1",0,"Enable reading results of SELECT queries from the query cache",\N,\N,0,"Bool","1",""
"23.3.4.17","query_cache_store_results_of_queries_with_nondeterministic_functions","0",0,"Store results of queries with non-deterministic functions (e.g. rand(), now()) in the query cache",\N,\N,0,"Bool","0",""
"23.3.4.17","query_cache_min_query_runs","0",0,"Minimum number a SELECT query must run before its result is stored in the query cache",\N,\N,0,"UInt64","0",""
"23.3.4.17","query_cache_min_query_duration","0",0,"Minimum time in milliseconds for a query to run for its result to be stored in the query cache.",\N,\N,0,"Milliseconds","0",""
"23.3.4.17","query_cache_ttl","60",0,"After this time in seconds entries in the query cache become stale",\N,\N,0,"Seconds","60",""
"23.3.4.17","query_cache_share_between_users","0",0,"Allow other users to read entry in the query cache",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_rewrite_sum_if_to_count_if","0",0,"Rewrite sumIf() and sum(if()) function countIf() function when logically equivalent",\N,\N,0,"Bool","0",""
"23.3.4.17","optimize_rewrite_aggregate_function_with_if","1",0,"Rewrite aggregate functions with if expression as argument when logically equivalent. For example, avg(if(cond, col, null)) can be rewritten to avgIf(cond, col)",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_rewrite_array_exists_to_has","1",0,"Rewrite arrayExists() functions to has() when logically equivalent. For example, arrayExists(x -> x = 1, arr) can be rewritten to has(arr, 1)",\N,\N,0,"Bool","1",""
"23.3.4.17","insert_shard_id","0",0,"If non zero, when insert into a distributed table, the data will be inserted into the shard `insert_shard_id` synchronously. Possible values range from 1 to `shards_number` of corresponding distributed table",\N,\N,0,"UInt64","0",""
"23.3.4.17","collect_hash_table_stats_during_aggregation","1",0,"Enable collecting hash table statistics to optimize memory allocation",\N,\N,0,"Bool","1",""
"23.3.4.17","max_entries_for_hash_table_stats","10000",0,"How many entries hash table statistics collected during aggregation is allowed to have",\N,\N,0,"UInt64","10000",""
"23.3.4.17","max_size_to_preallocate_for_aggregation","100000000",0,"For how many elements it is allowed to preallocate space in all hash tables in total before aggregation",\N,\N,0,"UInt64","100000000",""
"23.3.4.17","kafka_disable_num_consumers_limit","0",0,"Disable limit on kafka_num_consumers that depends on the number of available CPU cores",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_software_prefetch_in_aggregation","1",0,"Enable use of software prefetch in aggregation",\N,\N,0,"Bool","1",""
"23.3.4.17","allow_aggregate_partitions_independently","0",0,"Enable independent aggregation of partitions on separate threads when partition key suits group by key. Beneficial when number of partitions close to number of cores and partitions have roughly the same size",\N,\N,0,"Bool","0",""
"23.3.4.17","force_aggregate_partitions_independently","0",0,"Force the use of optimization when it is applicable, but heuristics decided not to use it",\N,\N,0,"Bool","0",""
"23.3.4.17","max_number_of_partitions_for_independent_aggregation","128",0,"Maximal number of partitions in table to apply optimization",\N,\N,0,"UInt64","128",""
"23.3.4.17","allow_experimental_query_deduplication","0",0,"Experimental data deduplication for SELECT queries based on part UUIDs",\N,\N,0,"Bool","0",""
"23.3.4.17","engine_file_empty_if_not_exists","0",0,"Allows to select data from a file engine table without file",\N,\N,0,"Bool","0",""
"23.3.4.17","engine_file_truncate_on_insert","0",0,"Enables or disables truncate before insert in file engine tables",\N,\N,0,"Bool","0",""
"23.3.4.17","engine_file_allow_create_multiple_files","0",0,"Enables or disables creating a new file on each insert in file engine tables if format has suffix.",\N,\N,0,"Bool","0",""
"23.3.4.17","allow_experimental_database_replicated","0",0,"Allow to create databases with Replicated engine",\N,\N,0,"Bool","0",""
"23.3.4.17","database_replicated_initial_query_timeout_sec","300",0,"How long initial DDL query should wait for Replicated database to precess previous DDL queue entries",\N,\N,0,"UInt64","300",""
"23.3.4.17","database_replicated_enforce_synchronous_settings","0",0,"Enforces synchronous waiting for some queries (see also database_atomic_wait_for_drop_and_detach_synchronously, mutation_sync, alter_sync). Not recommended to enable these settings.",\N,\N,0,"Bool","0",""
"23.3.4.17","max_distributed_depth","5",0,"Maximum distributed query depth",\N,\N,0,"UInt64","5",""
"23.3.4.17","database_replicated_always_detach_permanently","0",0,"Execute DETACH TABLE as DETACH TABLE PERMANENTLY if database engine is Replicated",\N,\N,0,"Bool","0",""
"23.3.4.17","database_replicated_allow_only_replicated_engine","0",0,"Allow to create only Replicated tables in database with engine Replicated",\N,\N,0,"Bool","0",""
"23.3.4.17","database_replicated_allow_replicated_engine_arguments","1",0,"Allow to create only Replicated tables in database with engine Replicated with explicit arguments",\N,\N,0,"Bool","1",""
"23.3.4.17","distributed_ddl_output_mode","throw",0,"Format of distributed DDL query result",\N,\N,0,"DistributedDDLOutputMode","throw",""
"23.3.4.17","distributed_ddl_entry_format_version","3",0,"Compatibility version of distributed DDL (ON CLUSTER) queries",\N,\N,0,"UInt64","3",""
"23.3.4.17","external_storage_max_read_rows","0",0,"Limit maximum number of rows when table with external engine should flush history data. Now supported only for MySQL table engine, database engine, dictionary and MaterializedMySQL. If equal to 0, this setting is disabled",\N,\N,0,"UInt64","0",""
"23.3.4.17","external_storage_max_read_bytes","0",0,"Limit maximum number of bytes when table with external engine should flush history data. Now supported only for MySQL table engine, database engine, dictionary and MaterializedMySQL. If equal to 0, this setting is disabled",\N,\N,0,"UInt64","0",""
"23.3.4.17","external_storage_connect_timeout_sec","10",0,"Connect timeout in seconds. Now supported only for MySQL",\N,\N,0,"UInt64","10",""
"23.3.4.17","external_storage_rw_timeout_sec","300",0,"Read/write timeout in seconds. Now supported only for MySQL",\N,\N,0,"UInt64","300",""
"23.3.4.17","union_default_mode","",0,"Set default mode in UNION query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","",""
"23.3.4.17","intersect_default_mode","ALL",0,"Set default mode in INTERSECT query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","ALL",""
"23.3.4.17","except_default_mode","ALL",0,"Set default mode in EXCEPT query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","ALL",""
"23.3.4.17","optimize_aggregators_of_group_by_keys","1",0,"Eliminates min/max/any/anyLast aggregators of GROUP BY keys in SELECT section",\N,\N,0,"Bool","1",""
"23.3.4.17","optimize_group_by_function_keys","1",0,"Eliminates functions of other keys in GROUP BY section",\N,\N,0,"Bool","1",""
"23.3.4.17","legacy_column_name_of_tuple_literal","0",0,"List all names of element of large tuple literals in their column names instead of hash. This settings exists only for compatibility reasons. It makes sense to set to 'true', while doing rolling update of cluster from version lower than 21.7 to higher.",\N,\N,0,"Bool","0",""
"23.3.4.17","query_plan_enable_optimizations","1",0,"Apply optimizations to query plan",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_max_optimizations_to_apply","10000",0,"Limit the total number of optimizations applied to query plan. If zero, ignored. If limit reached, throw exception",\N,\N,0,"UInt64","10000",""
"23.3.4.17","query_plan_filter_push_down","1",0,"Allow to push down filter by predicate query plan step",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_optimize_primary_key","1",0,"Analyze primary key using query plan (instead of AST)",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_read_in_order","1",0,"Use query plan for read-in-order optimisation",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_aggregation_in_order","1",0,"Use query plan for aggregation-in-order optimisation",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_remove_redundant_sorting","1",0,"Remove redundant sorting in query plan. For example, sorting steps related to ORDER BY clauses in subqueries",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_remove_redundant_distinct","1",0,"Remove redundant Distinct step in query plan",\N,\N,0,"Bool","1",""
"23.3.4.17","query_plan_optimize_projection","1",0,"Use query plan for aggregation-in-order optimisation",\N,\N,0,"Bool","1",""
"23.3.4.17","regexp_max_matches_per_row","1000",0,"Max matches of any single regexp per row, used to safeguard 'extractAllGroupsHorizontal' against consuming too much memory with greedy RE.",\N,\N,0,"UInt64","1000",""
"23.3.4.17","limit","0",0,"Limit on read rows from the most 'end' result for select query, default 0 means no limit length",\N,\N,0,"UInt64","0",""
"23.3.4.17","offset","0",0,"Offset on read rows from the most 'end' result for select query",\N,\N,0,"UInt64","0",""
"23.3.4.17","function_range_max_elements_in_block","500000000",0,"Maximum number of values generated by function 'range' per block of data (sum of array sizes for every row in a block, see also 'max_block_size' and 'min_insert_block_size_rows'). It is a safety threshold.",\N,\N,0,"UInt64","500000000",""
"23.3.4.17","short_circuit_function_evaluation","enable",0,"Setting for short-circuit function evaluation configuration. Possible values: 'enable' - use short-circuit function evaluation for functions that are suitable for it, 'disable' - disable short-circuit function evaluation, 'force_enable' - use short-circuit function evaluation for all functions.",\N,\N,0,"ShortCircuitFunctionEvaluation","enable",""
"23.3.4.17","storage_file_read_method","mmap",0,"Method of reading data from storage file, one of: read, pread, mmap.",\N,\N,0,"LocalFSReadMethod","mmap",""
"23.3.4.17","local_filesystem_read_method","pread_threadpool",0,"Method of reading data from local filesystem, one of: read, pread, mmap, io_uring, pread_threadpool. The 'io_uring' method is experimental and does not work for Log, TinyLog, StripeLog, File, Set and Join, and other tables with append-able files in presence of concurrent reads and writes.",\N,\N,0,"String","pread_threadpool",""
"23.3.4.17","remote_filesystem_read_method","threadpool",0,"Method of reading data from remote filesystem, one of: read, threadpool.",\N,\N,0,"String","threadpool",""
"23.3.4.17","local_filesystem_read_prefetch","0",0,"Should use prefetching when reading data from local filesystem.",\N,\N,0,"Bool","0",""
"23.3.4.17","remote_filesystem_read_prefetch","1",0,"Should use prefetching when reading data from remote filesystem.",\N,\N,0,"Bool","1",""
"23.3.4.17","read_priority","0",0,"Priority to read data from local filesystem. Only supported for 'pread_threadpool' method.",\N,\N,0,"Int64","0",""
"23.3.4.17","merge_tree_min_rows_for_concurrent_read_for_remote_filesystem","163840",0,"If at least as many lines are read from one file, the reading can be parallelized, when reading from remote filesystem.",\N,\N,0,"UInt64","163840",""
"23.3.4.17","merge_tree_min_bytes_for_concurrent_read_for_remote_filesystem","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized, when reading from remote filesystem.",\N,\N,0,"UInt64","251658240",""
"23.3.4.17","remote_read_min_bytes_for_seek","4194304",0,"Min bytes required for remote read (url, s3) to do seek, instead for read with ignore.",\N,\N,0,"UInt64","4194304",""
"23.3.4.17","async_insert_threads","16",0,"Maximum number of threads to actually parse and insert data in background. Zero means asynchronous mode is disabled",\N,\N,0,"UInt64","16",""
"23.3.4.17","async_insert","0",0,"If true, data from INSERT query is stored in queue and later flushed to table in background. Makes sense only for inserts via HTTP protocol. If wait_for_async_insert is false, INSERT query is processed almost instantly, otherwise client will wait until data will be flushed to table",\N,\N,0,"Bool","0",""
"23.3.4.17","wait_for_async_insert","1",0,"If true wait for processing of asynchronous insertion",\N,\N,0,"Bool","1",""
"23.3.4.17","wait_for_async_insert_timeout","120",0,"Timeout for waiting for processing asynchronous insertion",\N,\N,0,"Seconds","120",""
"23.3.4.17","async_insert_max_data_size","1000000",0,"Maximum size in bytes of unparsed data collected per query before being inserted",\N,\N,0,"UInt64","1000000",""
"23.3.4.17","async_insert_max_query_number","450",0,"Maximum number of insert queries before being inserted",\N,\N,0,"UInt64","450",""
"23.3.4.17","async_insert_busy_timeout_ms","200",0,"Maximum time to wait before dumping collected data per query since the first data appeared",\N,\N,0,"Milliseconds","200",""
"23.3.4.17","remote_fs_read_max_backoff_ms","10000",0,"Max wait time when trying to read data for remote disk",\N,\N,0,"UInt64","10000",""
"23.3.4.17","remote_fs_read_backoff_max_tries","5",0,"Max attempts to read with backoff",\N,\N,0,"UInt64","5",""
"23.3.4.17","enable_filesystem_cache","1",0,"Use cache for remote filesystem. This setting does not turn on/off cache for disks (must be done via disk config), but allows to bypass cache for some queries if intended",\N,\N,0,"Bool","1",""
"23.3.4.17","enable_filesystem_cache_on_write_operations","0",0,"Write into cache on write operations. To actually work this setting requires be added to disk config too",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_filesystem_cache_log","0",0,"Allows to record the filesystem caching log for each query",\N,\N,0,"Bool","0",""
"23.3.4.17","read_from_filesystem_cache_if_exists_otherwise_bypass_cache","0",0,"Allow to use the filesystem cache in passive mode - benefit from the existing cache entries, but don't put more entries into the cache. If you set this setting for heavy ad-hoc queries and leave it disabled for short real-time queries, this will allows to avoid cache threshing by too heavy queries and to improve the overall system efficiency.",\N,\N,0,"Bool","0",""
"23.3.4.17","enable_filesystem_cache_on_lower_level","1",0,"If read buffer supports caching inside threadpool, allow it to do it, otherwise cache outside ot threadpool. Do not use this setting, it is needed for testing",\N,\N,0,"Bool","1",""
"23.3.4.17","skip_download_if_exceeds_query_cache","1",0,"Skip download from remote filesystem if exceeds query cache size",\N,\N,0,"Bool","1",""
"23.3.4.17","filesystem_cache_max_download_size","137438953472",0,"Max remote filesystem cache size that can be downloaded by a single query",\N,\N,0,"UInt64","137438953472",""
