"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","parameters","returned_value","examples","introduced_in","categories"
"26.3.8.4","bitTestAll",0,0,"","","System","
Returns result of the [logical conjunction](https://en.wikipedia.org/wiki/Logical_conjunction) (AND operator) of all bits at the given positions.
Counts right-to-left, starting at 0.

The logical AND between two bits is true if and only if both input bits are true.
    ","bitTestAll(a, index1[, index2, ... , indexN])","- `a` — An integer value. [`(U)Int8/16/32/64`](/sql-reference/data-types/int-uint)
- `index1, ...` — One or multiple positions of bits. [`(U)Int8/16/32/64`](/sql-reference/data-types/int-uint)
","","Returns the result of the logical conjunction [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example 1**

```sql title=Query
SELECT bitTestAll(43, 0, 1, 3, 5);
```

```response title=Response
┌─bin(43)──┬─bitTestAll(43, 0, 1, 3, 5)─┐
│ 00101011 │                          1 │
└──────────┴────────────────────────────┘
```

**Usage example 2**

```sql title=Query
SELECT bitTestAll(43, 0, 1, 3, 5, 2);
```

```response title=Response
┌─bin(43)──┬─bitTestAll(4⋯1, 3, 5, 2)─┐
│ 00101011 │                        0 │
└──────────┴──────────────────────────┘
```

","1.1.0","Bit"
"26.3.8.4","normalizedQueryHash",0,0,"","","System","
Returns identical 64 bit hash values without the values of literals for similar queries.
Can be helpful in analyzing query logs.
    ","normalizedQueryHash(x)","- `x` — Sequence of characters. [`String`](/sql-reference/data-types/string)
","","Returns a 64 bit hash value. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT normalizedQueryHash('SELECT 1 AS `xyz`') != normalizedQueryHash('SELECT 1 AS `abc`') AS res
```

```response title=Response
┌─res─┐
│   1 │
└─────┘
```

","20.8.0","Other"
"26.3.8.4","dictGetInt32OrDefault",0,0,"","","System","Converts a dictionary attribute value to `Int32` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetInt32OrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetInt32('all_types_dict', 'Int32_value', 1);

-- for key which does not exist, returns the provided default value (-1)
SELECT dictGetInt32OrDefault('all_types_dict', 'Int32_value', 999, -1);
```

```response title=Response
┌─dictGetInt32⋯_value', 1)─┐
│                -1000000  │
└──────────────────────────┘
┌─dictGetInt32⋯', 999, -1)─┐
│                       -1 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","min2",0,1,"","","System","
    Returns the smaller of two numeric values `x` and `y`.
    ","min2(x, y)","- `x` — First value [`(U)Int8/16/32/64`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
- `y` — Second value [`(U)Int8/16/32/64`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal`](/sql-reference/data-types/decimal)
","","Returns the smaller value of `x` and `y`. [`Float64`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT min2(-1, 2)
```

```response title=Response
-1
```

","21.11.0","Arithmetic"
"26.3.8.4","dictGetInt16",0,0,"","","System","Converts a dictionary attribute value to `Int16` data type regardless of the dictionary configuration.","dictGetInt16(dict_name, attr_name, id_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. An expression returning a dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the content of the `<null_value>` element specified for the attribute in the dictionary configuration.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
SELECT dictGetInt16('all_types_dict', 'Int16_value', 1)
```

```response title=Response
┌─dictGetInt16⋯_value', 1)─┐
│                    -5000 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","addressToLine",0,0,"","","System","
Converts a virtual memory address inside the ClickHouse server process to a filename and line number in ClickHouse's source code.

:::note
This function is slow and may impose security considerations.
:::

To enable this introspection function:

- Install the `clickhouse-common-static-dbg` package.
- Set setting [`allow_introspection_functions`](../../operations/settings/settings.md#allow_introspection_functions) to `1`.
    ","addressToLine(address_of_binary_instruction)","- `address_of_binary_instruction` — Address of instruction in a running process. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns a source code filename and line number delimited by a colon, for example, `/build/obj-x86_64-linux-gnu/../src/Common/ThreadPool.cpp:199`. Returns the name of a binary, if no debug information could be found, otherwise an empty string, if the address is not valid. [`String`](/sql-reference/data-types/string)","**Selecting the first string from the `trace_log` system table**

```sql title=Query
SET allow_introspection_functions=1;
SELECT * FROM system.trace_log LIMIT 1 \G;
```

```response title=Response
-- The `trace` field contains the stack trace at the moment of sampling.
Row 1:
──────
event_date:              2019-11-19
event_time:              2019-11-19 18:57:23
revision:                54429
timer_type:              Real
thread_number:           48
query_id:                421b6855-1858-45a5-8f37-f383409d6d72
trace:                   [140658411141617,94784174532828,94784076370703,94784076372094,94784076361020,94784175007680,140658411116251,140658403895439]
```

**Getting the source code filename and the line number for a single address**

```sql title=Query
SET allow_introspection_functions=1;
SELECT addressToLine(94784076370703) \G;
```

```response title=Response
Row 1:
──────
addressToLine(94784076370703): /build/obj-x86_64-linux-gnu/../src/Common/ThreadPool.cpp:199
```

**Applying the function to the whole stack trace**

```sql title=Query
-- The arrayMap function in this example processing each individual element of the trace array by the addressToLine function.
-- The result of this processing is seen in the trace_source_code_lines column of output.

SELECT
    arrayStringConcat(arrayMap(x -> addressToLine(x), trace), '\n') AS trace_source_code_lines
FROM system.trace_log
LIMIT 1
\G
```

```response title=Response
Row 1:
──────
trace_source_code_lines: /lib/x86_64-linux-gnu/libpthread-2.27.so
/usr/lib/debug/usr/bin/clickhouse
/build/obj-x86_64-linux-gnu/../src/Common/ThreadPool.cpp:199
/build/obj-x86_64-linux-gnu/../src/Common/ThreadPool.h:155
/usr/include/c++/9/bits/atomic_base.h:551
/usr/lib/debug/usr/bin/clickhouse
/lib/x86_64-linux-gnu/libpthread-2.27.so
/build/glibc-OTsEL5/glibc-2.27/misc/../sysdeps/unix/sysv/linux/x86_64/clone.S:97
```

","20.1.0","Introspection"
"26.3.8.4","globalNotIn",0,0,"","","System","
Same as `notIn`, but uses global set distribution in distributed queries. The set is sent to all remote servers.
    ","globalNotIn(x, set)","- `x` — The value to check. - `set` — The set of values. ","","Returns 1 if x is not in the set, 0 otherwise. [`UInt8`](/sql-reference/data-types/int-uint)","**Basic usage**

```sql title=Query
SELECT 4 NOT IN (1, 2, 3)
```

```response title=Response
1
```

","1.1.0","Comparison"
"26.3.8.4","dateTime64ToSnowflake",0,0,"","","System","
<DeprecatedBadge/>

:::warning
This function is deprecated and can only be used if setting [`allow_deprecated_snowflake_conversion_functions`](../../operations/settings/settings.md#allow_deprecated_snowflake_conversion_functions) is enabled.
The function will be removed at some point in future.

Please use function [dateTime64ToSnowflakeID](#dateTime64ToSnowflakeID) instead.
:::

Converts a [DateTime64](../data-types/datetime64.md) to the first [Snowflake ID](https://en.wikipedia.org/wiki/Snowflake_ID) at the giving time.
    ","dateTime64ToSnowflake(value)","- `value` — Date with time. [`DateTime64`](/sql-reference/data-types/datetime64)
","","Returns the input value converted as the first Snowflake ID at that time. [`Int64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
WITH toDateTime64('2021-08-15 18:57:56.492', 3, 'Asia/Shanghai') AS dt64 SELECT dateTime64ToSnowflake(dt64);
```

```response title=Response
┌─dateTime64ToSnowflake(dt64)─┐
│         1426860704886947840 │
└─────────────────────────────┘
```

","21.10.0","UUID"
"26.3.8.4","dictGetInt8OrDefault",0,0,"","","System","Converts a dictionary attribute value to `Int8` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetInt8OrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetInt8('all_types_dict', 'Int8_value', 1);

-- for key which does not exist, returns the provided default value (-1)
SELECT dictGetInt8OrDefault('all_types_dict', 'Int8_value', 999, -1);
```

```response title=Response
┌─dictGetInt8(⋯_value', 1)─┐
│                     -100 │
└──────────────────────────┘
┌─dictGetInt8O⋯', 999, -1)─┐
│                       -1 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","leftUTF8",0,0,"","","System","
Returns a substring of a UTF-8-encoded string `s` with a specified `offset` starting from the left.
","leftUTF8(s, offset)","- `s` — The UTF-8 encoded string to calculate a substring from. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
- `offset` — The number of bytes of the offset. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns:
- For positive `offset`, a substring of `s` with `offset` many bytes, starting from the left of the string.\n""
- For negative `offset`, a substring of `s` with `length(s) - |offset|` bytes, starting from the left of the string.\n""
- An empty string if `length` is 0.
     [`String`](/sql-reference/data-types/string)","**Positive offset**

```sql title=Query
SELECT leftUTF8('Привет', 4)
```

```response title=Response
Прив
```

**Negative offset**

```sql title=Query
SELECT leftUTF8('Привет', -4)
```

```response title=Response
Пр
```

","22.1.0","String"
"26.3.8.4","isValidUTF8",0,0,"","","System","
Checks if the set of bytes constitutes valid UTF-8-encoded text.
","isValidUTF8(s)","- `s` — The string to check for UTF-8 encoded validity. [`String`](/sql-reference/data-types/string)
","","Returns `1`, if the set of bytes constitutes valid UTF-8-encoded text, otherwise `0`. [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT isValidUTF8('\\xc3\\xb1') AS valid, isValidUTF8('\\xc3\\x28') AS invalid
```

```response title=Response
┌─valid─┬─invalid─┐
│     1 │       0 │
└───────┴─────────┘
```

","20.1.0","String"
"26.3.8.4","dictGetInt8",0,0,"","","System","Converts a dictionary attribute value to `Int8` data type regardless of the dictionary configuration.","dictGetInt8(dict_name, attr_name, id_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. An expression returning a dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the content of the `<null_value>` element specified for the attribute in the dictionary configuration.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
SELECT dictGetInt8('all_types_dict', 'Int8_value', 1)
```

```response title=Response
┌─dictGetInt8(⋯_value', 1)─┐
│                     -100 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","wordShingleMinHashCaseInsensitive",0,0,"","","System","
Splits a ASCII string into parts (shingles) of `shinglesize` words, calculates hash values for each word shingle and returns a tuple with these hashes.
Uses `hashnum` minimum hashes to calculate the minimum hash and `hashnum` maximum hashes to calculate the maximum hash.
It is case insensitive.

Can be used to detect semi-duplicate strings with [`tupleHammingDistance`](../functions/tuple-functions.md#tupleHammingDistance).
For two strings, if the returned hashes are the same for both strings, then those strings are the same.
","wordShingleMinHashCaseInsensitive(string[, shinglesize, hashnum])","- `string` — String for which to compute the hash. [`String`](/sql-reference/data-types/string)
- `shinglesize` — Optional. The size of a word shingle, any number from `1` to `25`. The default value is `3`. [`UInt8`](/sql-reference/data-types/int-uint)
- `hashnum` — Optional. The number of minimum and maximum hashes used to calculate the result, any number from `1` to `25`. The default value is `6`. [`UInt8`](/sql-reference/data-types/int-uint)
","","Returns a tuple with two hashes — the minimum and the maximum. [`Tuple(UInt64, UInt64)`](/sql-reference/data-types/tuple)","**Usage example**

```sql title=Query
SELECT wordShingleMinHashCaseInsensitive('ClickHouse® is a column-oriented database management system (DBMS) for online analytical processing of queries (OLAP).') AS Tuple;
```

```response title=Response
┌─Tuple─────────────────────────────────────┐
│ (3065874883688416519,1634050779997673240) │
└───────────────────────────────────────────┘
```

","21.1.0","Hash"
"26.3.8.4","dictGetDateOrDefault",0,0,"","","System","Converts a dictionary attribute value to `Date` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetDateOrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetDate('all_types_dict', 'Date_value', 1);

-- for key which does not exist, returns the provided default value
SELECT dictGetDateOrDefault('all_types_dict', 'Date_value', 999, toDate('1970-01-01'));
```

```response title=Response
┌─dictGetDate(⋯_value', 1)─┐
│               2024-01-15 │
└──────────────────────────┘
┌─dictGetDateO⋯70-01-01'))─┐
│               1970-01-01 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","dictGetUInt64OrDefault",0,0,"","","System","Converts a dictionary attribute value to `UInt64` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetUInt64OrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetUInt64('all_types_dict', 'UInt64_value', 1);

-- for key which does not exist, returns the provideddefault value (0)
SELECT dictGetUInt64OrDefault('all_types_dict', 'UInt64_value', 999, 0);
```

```response title=Response
┌─dictGetUInt6⋯_value', 1)─┐
│      9223372036854775807 │
└──────────────────────────┘
┌─dictGetUInt6⋯e', 999, 0)─┐
│                        0 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","dictGetUInt32OrDefault",0,0,"","","System","Converts a dictionary attribute value to `UInt32` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetUInt32OrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetUInt32('all_types_dict', 'UInt32_value', 1);

-- for key which does not exist, returns the provided default value (0)
SELECT dictGetUInt32OrDefault('all_types_dict', 'UInt32_value', 999, 0);
```

```response title=Response
┌─dictGetUInt3⋯_value', 1)─┐
│                  1000000 │
└──────────────────────────┘
┌─dictGetUInt3⋯e', 999, 0)─┐
│                        0 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","dictGetUInt32",0,0,"","","System","Converts a dictionary attribute value to `UInt32` data type regardless of the dictionary configuration.","dictGetUInt32(dict_name, attr_name, id_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. An expression returning a dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the content of the `<null_value>` element specified for the attribute in the dictionary configuration.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
SELECT dictGetUInt32('all_types_dict', 'UInt32_value', 1)
```

```response title=Response
┌─dictGetUInt3⋯_value', 1)─┐
│                  1000000 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","h3ExactEdgeLengthM",0,0,"","","System","
Returns the exact edge length of the unidirectional edge represented by the input [H3](#h3-index) in meters.
    ","h3ExactEdgeLengthM(index)","- `index` — Hexagon index number. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns the exact length of the H3 edge in meters. [`Float64`](/sql-reference/data-types/float)","**Get exact edge length in meters**

```sql title=Query
SELECT h3ExactEdgeLengthM(1310277011704381439) AS exactEdgeLengthM
```

```response title=Response
┌───exactEdgeLengthM─┐
│ 195449.63163407316 │
└────────────────────┘
```

","22.2.0","Geo"
"26.3.8.4","countSubstringsCaseInsensitiveUTF8",0,0,"","","System","
Like [`countSubstrings`](#countSubstrings) but counts case-insensitively and assumes that haystack is a UTF-8 string.
    ","countSubstringsCaseInsensitiveUTF8(haystack, needle[, start_pos])","- `haystack` — UTF-8 string in which the search is performed. [`String`](/sql-reference/data-types/string) or [`Enum`](/sql-reference/data-types/enum)
- `needle` — Substring to be searched. [`String`](/sql-reference/data-types/string)
- `start_pos` — Optional. Position (1-based) in `haystack` at which the search starts. [`UInt*`](/sql-reference/data-types/int-uint)
","","Returns the number of occurrences of the needle in the haystack. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT countSubstringsCaseInsensitiveUTF8('ложка, кошка, картошка', 'КА');
```

```response title=Response
┌─countSubstri⋯шка', 'КА')─┐
│                        4 │
└──────────────────────────┘
```

**With start_pos argument**

```sql title=Query
SELECT countSubstringsCaseInsensitiveUTF8('ложка, кошка, картошка', 'КА', 13);
```

```response title=Response
┌─countSubstri⋯, 'КА', 13)─┐
│                        2 │
└──────────────────────────┘
```

","21.1.0","String Search"
"26.3.8.4","h3IsPentagon",0,0,"","","System","
Returns whether an [H3](#h3-index) index represents a pentagonal cell.

In the H3 grid system, most cells are hexagonal, but there are exactly 12 pentagonal cells at each resolution to account for the topological constraints of mapping a sphere to a grid.
    ","h3IsPentagon(index)","- `index` — Hexagon index number. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns `1` if the index represents a pentagonal cell, `0` otherwise. [`UInt8`](/sql-reference/data-types/int-uint)","**Check if H3 index is a pentagon**

```sql title=Query
SELECT h3IsPentagon(644721767722457330) AS pentagon
```

```response title=Response
┌─pentagon─┐
│        0 │
└──────────┘
```

","21.11.0","Geo"
"26.3.8.4","dictGetUInt16OrDefault",0,0,"","","System","Converts a dictionary attribute value to `UInt16` data type regardless of the dictionary configuration, or returns the provided default value if the key is not found.","dictGetUInt16OrDefault(dict_name, attr_name, id_expr, default_value_expr)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_name` — Name of the column of the dictionary. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. Expression returning dictionary key-type value or tuple value (dictionary configuration dependent). [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value_expr` — Value(s) returned if the dictionary does not contain a row with the `id_expr` key. [`Expression`](/sql-reference/data-types/special-data-types/expression) or [`Tuple(T)`](/sql-reference/data-types/tuple)
","","Returns the value of the dictionary attribute that corresponds to `id_expr`,
otherwise returns the value passed as the `default_value_expr` parameter.

:::note
ClickHouse throws an exception if it cannot parse the value of the attribute or the value does not match the attribute data type.
:::","**Usage example**

```sql title=Query
-- for key which exists
SELECT dictGetUInt16('all_types_dict', 'UInt16_value', 1);

-- for key which does not exist, returns the provided default value (0)
SELECT dictGetUInt16OrDefault('all_types_dict', 'UInt16_value', 999, 0);
```

```response title=Response
┌─dictGetUInt1⋯_value', 1)─┐
│                     5000 │
└──────────────────────────┘
┌─dictGetUInt1⋯e', 999, 0)─┐
│                        0 │
└──────────────────────────┘
```

","1.1.0","Dictionary"
"26.3.8.4","xxh3_128",0,0,"","","System","Computes a [XXH3](https://github.com/Cyan4973/xxHash) 128-bit hash value.","xxh3_128(expr)","- `expr` — A list of expressions of any data type. [`Any`](/sql-reference/data-types)
","","Returns the computed 128-bit `xxh3` hash value [`UInt128`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT hex(xxh3_128('ClickHouse'))
```

```response title=Response
3A038784C52804B4DBA43A038784C528
```

","26.2.0","Hash"
"26.3.8.4","h3GetPentagonIndexes",0,0,"","","System","
Returns all the pentagon [H3](#h3-index) indices at the specified resolution.
    ","h3GetPentagonIndexes(resolution)","- `resolution` — Index resolution with range `[0, 15]`. [`UInt8`](/sql-reference/data-types/int-uint)
","","Returns an array of all pentagon H3 indices at the specified resolution. [`Array(UInt64)`](/sql-reference/data-types/array)","**Get all pentagon indices at resolution 3**

```sql title=Query
SELECT h3GetPentagonIndexes(3) AS indexes
```

```response title=Response
┌─indexes────────────────────────────────────────────────────────┐
│ [590112357393367039,590464201114255359,590816044835143679,...] │
└────────────────────────────────────────────────────────────────┘
```

","22.6.0","Geo"
"26.3.8.4","emptyArrayInt16",0,0,"","","System","Returns an empty Int16 array","emptyArrayInt16()","","","An empty Int16 array. [`Array(T)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT emptyArrayInt16
```

```response title=Response
[]
```

","1.1.0","Arrays"
"26.3.8.4","replaceOne",0,0,"","","System","
Replaces the first occurrence of the substring `pattern` in `haystack` by the `replacement` string.
    ","replaceOne(haystack, pattern, replacement)","- `haystack` — The input string to search in. [`String`](/sql-reference/data-types/string)
- `pattern` — The substring to find and replace. [`const String`](/sql-reference/data-types/string)
- `replacement` — The string to replace the pattern with. [`const String`](/sql-reference/data-types/string)
","","Returns a string with the first occurrence of pattern replaced. [`String`](/sql-reference/data-types/string)","**Replace first occurrence**

```sql title=Query
SELECT replaceOne('Hello, Hello world', 'Hello', 'Hi') AS res;
```

```response title=Response
┌─res─────────────┐
│ Hi, Hello world │
└─────────────────┘
```

","1.1.0","String Replacement"
"26.3.8.4","dictGetOrDefault",0,0,"","","System","Retrieves values from a dictionary, with a default value if the key is not found.","dictGetOrDefault('dict_name', attr_names, id_expr, default_value)","- `dict_name` — Name of the dictionary. [`String`](/sql-reference/data-types/string)
- `attr_names` — Name of the column of the dictionary, or tuple of column names. [`String`](/sql-reference/data-types/string) or [`Tuple(String)`](/sql-reference/data-types/tuple)
- `id_expr` — Key value. An expression returning UInt64/Tuple(T). [`UInt64`](/sql-reference/data-types/int-uint) or [`Tuple(T)`](/sql-reference/data-types/tuple)
- `default_value` — Default value to return if the key is not found. Type must match the attribute's data type. ","","Returns the value of the dictionary attribute that corresponds to `id_expr` if the key is found.
If the key is not found, returns the `default_value` provided.","**Get value with default**

```sql title=Query
SELECT dictGetOrDefault('ext_dict_mult', 'c1', toUInt64(999), 0) AS val
```

```response title=Response
0
```

","18.16.0","Dictionary"
"26.3.8.4","isNotDistinctFrom",0,0,"","","System","
        Performs a null-safe ""equals"" comparison between two values.
        Returns `true` if the values are equal, including when both are NULL.
        Returns `false` if the values are different, or if exactly one of them is NULL.
    ","isNotDistinctFrom(x, y)","- `x` — First value to compare. Can be any ClickHouse data type. [`Any`](/sql-reference/data-types)
- `y` — Second value to compare. Can be any ClickHouse data type. [`Any`](/sql-reference/data-types)
","","Returns `true` if the two values are equal, treating NULLs as comparable:
  - Returns `true` if x = y.
  - Returns `true` if both x and y are NULL.
  - Returns `false` if x != y, or exactly one of x or y is NULL. [`Bool`](/sql-reference/data-types/boolean)","**Basic usage with numbers and NULLs**

```sql title=Query
SELECT
    isNotDistinctFrom(1, 1) AS result_1,
    isNotDistinctFrom(1, 2) AS result_2,
    isNotDistinctFrom(NULL, NULL) AS result_3,
    isNotDistinctFrom(NULL, 1) AS result_4
```

```response title=Response
┌─result_1─┬─result_2─┬─result_3─┬─result_4─┐
│        1 │        0 │        1 │        0 │
└──────────┴──────────┴──────────┴──────────┘
```

","25.10.0","Comparison"
