"ch_version","name","value","changed","description","min","max","disallowed_values","readonly","type","default","alias_for","is_obsolete","tier"
"25.7.3.13","splitby_max_substrings_includes_remaining_string","0",0,"Controls whether function [splitBy*()](../../sql-reference/functions/splitting-merging-functions.md) with argument `max_substrings` > 0 will include the remaining string in the last element of the result array.

Possible values:

- `0` - The remaining string will not be included in the last element of the result array.
- `1` - The remaining string will be included in the last element of the result array. This is the behavior of Spark's [`split()`](https://spark.apache.org/docs/3.1.2/api/python/reference/api/pyspark.sql.functions.split.html) function and Python's ['string.split()'](https://docs.python.org/3/library/stdtypes.html#str.split) method.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","allow_execute_multiif_columnar","1",0,"Allow execute multiIf function columnar",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","formatdatetime_f_prints_single_zero","0",0,"Formatter '%f' in function 'formatDateTime' prints a single zero instead of six zeros if the formatted value has no fractional seconds.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","formatdatetime_f_prints_scale_number_of_digits","0",0,"Formatter '%f' in function 'formatDateTime' prints only the scale amount of digits for a DateTime64 instead of fixed 6 digits.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","formatdatetime_parsedatetime_m_is_month_name","1",0,"Formatter '%M' in functions 'formatDateTime' and 'parseDateTime' print/parse the month name instead of minutes.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","parsedatetime_parse_without_leading_zeros","1",0,"Formatters '%c', '%l' and '%k' in function 'parseDateTime' parse months and hours without leading zeros.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","parsedatetime_e_requires_space_padding","0",0,"Formatter '%e' in function 'parseDateTime' expects that single-digit days are space-padded, e.g., ' 2' is accepted but '2' raises an error.
    ",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","formatdatetime_format_without_leading_zeros","0",0,"Formatters '%c', '%l' and '%k' in function 'formatDateTime' print months and hours without leading zeros.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","formatdatetime_e_with_space_padding","0",0,"Formatter '%e' in function 'formatDateTime' prints single-digit days with a leading space, e.g. ' 2' instead of '2'.
    ",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","least_greatest_legacy_null_behavior","0",0,"If enabled, functions 'least' and 'greatest' return NULL if one of their arguments is NULL.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","h3togeo_lon_lat_result_order","0",0,"Function 'h3ToGeo' returns (lon, lat) if true, otherwise (lat, lon).",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","geotoh3_argument_order","lat_lon",0,"Function 'geoToH3' accepts (lon, lat) if set to 'lon_lat' and (lat, lon) if set to 'lat_lon'.",\N,\N,"[]",0,"GeoToH3ArgumentOrder","lat_lon","",0,"Beta"
"25.7.3.13","max_partitions_per_insert_block","100",0,"Limits the maximum number of partitions in a single inserted block
and an exception is thrown if the block contains too many partitions.

- Positive integer.
- `0` — Unlimited number of partitions.

**Details**

When inserting data, ClickHouse calculates the number of partitions in the
inserted block. If the number of partitions is more than
`max_partitions_per_insert_block`, ClickHouse either logs a warning or throws an
exception based on `throw_on_max_partitions_per_insert_block`. Exceptions have
the following text:

> ""Too many partitions for a single INSERT block (`partitions_count` partitions, limit is "" + toString(max_partitions) + "").
  The limit is controlled by the 'max_partitions_per_insert_block' setting.
  A large number of partitions is a common misconception. It will lead to severe
  negative performance impact, including slow server startup, slow INSERT queries
  and slow SELECT queries. Recommended total number of partitions for a table is
  under 1000..10000. Please note, that partitioning is not intended to speed up
  SELECT queries (ORDER BY key is sufficient to make range queries fast).
  Partitions are intended for data manipulation (DROP PARTITION, etc).""

:::note
This setting is a safety threshold because using a large number of partitions is a common misconception.
:::",\N,\N,"[]",0,"UInt64","100","",0,"Production"
"25.7.3.13","throw_on_max_partitions_per_insert_block","1",0,"Allows you to control the behaviour when `max_partitions_per_insert_block` is reached.

Possible values:
- `true`  - When an insert block reaches `max_partitions_per_insert_block`, an exception is raised.
- `false` - Logs a warning when `max_partitions_per_insert_block` is reached.

:::tip
This can be useful if you're trying to understand the impact on users when changing [`max_partitions_per_insert_block`](/operations/settings/settings#max_partitions_per_insert_block).
:::",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","max_partitions_to_read","-1",0,"Limits the maximum number of partitions that can be accessed in a single query.

The setting value specified when the table is created can be overridden via query-level setting.

Possible values:

- Positive integer
- `-1` - unlimited (default)

:::note
You can also specify the MergeTree setting [`max_partitions_to_read`](/operations/settings/settings#max_partitions_to_read) in tables' setting.
:::",\N,\N,"[]",0,"Int64","-1","",0,"Production"
"25.7.3.13","check_query_single_value_result","1",0,"Defines the level of detail for the [CHECK TABLE](/sql-reference/statements/check-table) query result for `MergeTree` family engines .

Possible values:

- 0 — the query shows a check status for every individual data part of a table.
- 1 — the query shows the general table check status.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","allow_drop_detached","0",0,"Allow ALTER TABLE ... DROP DETACHED PART[ITION] ... queries",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","max_parts_to_move","1000",0,"Limit the number of parts that can be moved in one query. Zero means unlimited.",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","max_table_size_to_drop","50000000000",0,"Restriction on deleting tables in query time. The value 0 means that you can delete all tables without any restrictions.

Cloud default value: 1 TB.

:::note
This query setting overwrites its server setting equivalent, see [max_table_size_to_drop](/operations/server-configuration-parameters/settings#max_table_size_to_drop)
:::",\N,\N,"[]",0,"UInt64","50000000000","",0,"Production"
"25.7.3.13","max_partition_size_to_drop","50000000000",0,"Restriction on dropping partitions in query time. The value 0 means that you can drop partitions without any restrictions.

Cloud default value: 1 TB.

:::note
This query setting overwrites its server setting equivalent, see [max_partition_size_to_drop](/operations/server-configuration-parameters/settings#max_partition_size_to_drop)
:::",\N,\N,"[]",0,"UInt64","50000000000","",0,"Production"
"25.7.3.13","postgresql_connection_pool_size","16",0,"Connection pool size for PostgreSQL table engine and database engine.",\N,\N,"[]",0,"UInt64","16","",0,"Production"
"25.7.3.13","postgresql_connection_attempt_timeout","2",0,"Connection timeout in seconds of a single attempt to connect PostgreSQL end-point.
The value is passed as a `connect_timeout` parameter of the connection URL.",\N,\N,"[]",0,"UInt64","2","",0,"Production"
"25.7.3.13","postgresql_connection_pool_wait_timeout","5000",0,"Connection pool push/pop timeout on empty pool for PostgreSQL table engine and database engine. By default it will block on empty pool.",\N,\N,"[]",0,"UInt64","5000","",0,"Production"
"25.7.3.13","postgresql_connection_pool_retries","2",0,"Connection pool push/pop retries number for PostgreSQL table engine and database engine.",\N,\N,"[]",0,"UInt64","2","",0,"Production"
"25.7.3.13","postgresql_connection_pool_auto_close_connection","0",0,"Close connection before returning connection to the pool.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","postgresql_fault_injection_probability","0",0,"Approximate probability of failing internal (for replication) PostgreSQL queries. Valid value is in interval [0.0f, 1.0f]",\N,\N,"[]",0,"Float","0","",0,"Production"
"25.7.3.13","glob_expansion_max_elements","1000",0,"Maximum number of allowed addresses (For external storages, table functions, etc).",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","odbc_bridge_connection_pool_size","16",0,"Connection pool size for each connection settings string in ODBC bridge.",\N,\N,"[]",0,"UInt64","16","",0,"Production"
"25.7.3.13","odbc_bridge_use_connection_pooling","1",0,"Use connection pooling in ODBC bridge. If set to false, a new connection is created every time.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","distributed_replica_error_half_life","60",0,"- Type: seconds
- Default value: 60 seconds

Controls how fast errors in distributed tables are zeroed. If a replica is unavailable for some time, accumulates 5 errors, and distributed_replica_error_half_life is set to 1 second, then the replica is considered normal 3 seconds after the last error.

See also:

- [load_balancing](#load_balancing-round_robin)
- [Table engine Distributed](../../engines/table-engines/special/distributed.md)
- [distributed_replica_error_cap](#distributed_replica_error_cap)
- [distributed_replica_max_ignored_errors](#distributed_replica_max_ignored_errors)",\N,\N,"[]",0,"Seconds","60","",0,"Production"
"25.7.3.13","distributed_replica_error_cap","1000",0,"- Type: unsigned int
- Default value: 1000

The error count of each replica is capped at this value, preventing a single replica from accumulating too many errors.

See also:

- [load_balancing](#load_balancing-round_robin)
- [Table engine Distributed](../../engines/table-engines/special/distributed.md)
- [distributed_replica_error_half_life](#distributed_replica_error_half_life)
- [distributed_replica_max_ignored_errors](#distributed_replica_max_ignored_errors)",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","distributed_replica_max_ignored_errors","0",0,"- Type: unsigned int
- Default value: 0

The number of errors that will be ignored while choosing replicas (according to `load_balancing` algorithm).

See also:

- [load_balancing](#load_balancing-round_robin)
- [Table engine Distributed](../../engines/table-engines/special/distributed.md)
- [distributed_replica_error_cap](#distributed_replica_error_cap)
- [distributed_replica_error_half_life](#distributed_replica_error_half_life)",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","min_free_disk_space_for_temporary_data","0",0,"The minimum disk space to keep while writing temporary data used in external sorting and aggregation.",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","default_temporary_table_engine","Memory",0,"Same as [default_table_engine](#default_table_engine) but for temporary tables.

In this example, any new temporary table that does not specify an `Engine` will use the `Log` table engine:

Query:

```sql
SET default_temporary_table_engine = 'Log';

CREATE TEMPORARY TABLE my_table (
    x UInt32,
    y UInt32
);

SHOW CREATE TEMPORARY TABLE my_table;
```

Result:

```response
┌─statement────────────────────────────────────────────────────────────────┐
│ CREATE TEMPORARY TABLE default.my_table
(
    `x` UInt32,
    `y` UInt32
)
ENGINE = Log
└──────────────────────────────────────────────────────────────────────────┘
```",\N,\N,"[]",0,"DefaultTableEngine","Memory","",0,"Production"
"25.7.3.13","default_table_engine","MergeTree",0,"Default table engine to use when `ENGINE` is not set in a `CREATE` statement.

Possible values:

- a string representing any valid table engine name

Cloud default value: `SharedMergeTree`.

**Example**

Query:

```sql
SET default_table_engine = 'Log';

SELECT name, value, changed FROM system.settings WHERE name = 'default_table_engine';
```

Result:

```response
┌─name─────────────────┬─value─┬─changed─┐
│ default_table_engine │ Log   │       1 │
└──────────────────────┴───────┴─────────┘
```

In this example, any new table that does not specify an `Engine` will use the `Log` table engine:

Query:

```sql
CREATE TABLE my_table (
    x UInt32,
    y UInt32
);

SHOW CREATE TABLE my_table;
```

Result:

```response
┌─statement────────────────────────────────────────────────────────────────┐
│ CREATE TABLE default.my_table
(
    `x` UInt32,
    `y` UInt32
)
ENGINE = Log
└──────────────────────────────────────────────────────────────────────────┘
```",\N,\N,"[]",0,"DefaultTableEngine","MergeTree","",0,"Production"
"25.7.3.13","show_table_uuid_in_table_create_query_if_not_nil","0",0,"Sets the `SHOW TABLE` query display.

Possible values:

- 0 — The query will be displayed without table UUID.
- 1 — The query will be displayed with table UUID.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","database_atomic_wait_for_drop_and_detach_synchronously","0",0,"Adds a modifier `SYNC` to all `DROP` and `DETACH` queries.

Possible values:

- 0 — Queries will be executed with delay.
- 1 — Queries will be executed without delay.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","enable_scalar_subquery_optimization","1",0,"If it is set to true, prevent scalar subqueries from (de)serializing large scalar values and possibly avoid running the same subquery more than once.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_trivial_count_query","1",0,"Enables or disables the optimization to trivial query `SELECT count() FROM table` using metadata from MergeTree. If you need to use row-level security, disable this setting.

Possible values:

   - 0 — Optimization disabled.
   - 1 — Optimization enabled.

See also:

- [optimize_functions_to_subcolumns](#optimize_functions_to_subcolumns)",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_trivial_approximate_count_query","0",0,"Use an approximate value for trivial count optimization of storages that support such estimation, for example, EmbeddedRocksDB.

Possible values:

   - 0 — Optimization disabled.
   - 1 — Optimization enabled.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_count_from_files","1",0,"Enables or disables the optimization of counting number of rows from files in different input formats. It applies to table functions/engines `file`/`s3`/`url`/`hdfs`/`azureBlobStorage`.

Possible values:

- 0 — Optimization disabled.
- 1 — Optimization enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","use_cache_for_count_from_files","1",0,"Enables caching of rows number during count from files in table functions `file`/`s3`/`url`/`hdfs`/`azureBlobStorage`.

Enabled by default.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_respect_aliases","1",0,"If it is set to true, it will respect aliases in WHERE/GROUP BY/ORDER BY, that will help with partition pruning/secondary indexes/optimize_aggregation_in_order/optimize_read_in_order/optimize_trivial_count",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","mutations_sync","0",0,"Allows to execute `ALTER TABLE ... UPDATE|DELETE|MATERIALIZE INDEX|MATERIALIZE PROJECTION|MATERIALIZE COLUMN|MATERIALIZE STATISTICS` queries ([mutations](../../sql-reference/statements/alter/index.md/#mutations)) synchronously.

Possible values:

| Value | Description                                                                                                                                           |
|-------|-------------------------------------------------------------------------------------------------------------------------------------------------------|
| `0`   | Mutations execute asynchronously.                                                                                                                     |
| `1`   | The query waits for all mutations to complete on the current server.                                                                                  |
| `2`   | The query waits for all mutations to complete on all replicas (if they exist).                                                                        |
| `3`   | The query waits only for active replicas. Supported only for `SharedMergeTree`. For `ReplicatedMergeTree` it behaves the same as `mutations_sync = 2`.|",\N,\N,"[]",0,"UInt64","0","",0,"Production"
"25.7.3.13","enable_lightweight_delete","1",0,"Enable lightweight DELETE mutations for mergetree tables.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","allow_experimental_lightweight_delete","1",0,"Enable lightweight DELETE mutations for mergetree tables.",\N,\N,"[]",0,"Bool","1","enable_lightweight_delete",0,"Production"
"25.7.3.13","lightweight_delete_mode","alter_update",0,"A mode of internal update query that is executed as a part of lightweight delete.

Possible values:
- `alter_update` - run `ALTER UPDATE` query that creates a heavyweight mutation.
- `lightweight_update` - run lightweight update if possible, run `ALTER UPDATE` otherwise.
- `lightweight_update_force` - run lightweight update if possible, throw otherwise.",\N,\N,"[]",0,"LightweightDeleteMode","alter_update","",0,"Production"
"25.7.3.13","lightweight_deletes_sync","2",0,"The same as [`mutations_sync`](#mutations_sync), but controls only execution of lightweight deletes.

Possible values:

| Value | Description                                                                                                                                           |
|-------|-------------------------------------------------------------------------------------------------------------------------------------------------------|
| `0`   | Mutations execute asynchronously.                                                                                                                     |
| `1`   | The query waits for the lightweight deletes to complete on the current server.                                                                        |
| `2`   | The query waits for the lightweight deletes to complete on all replicas (if they exist).                                                              |
| `3`   | The query waits only for active replicas. Supported only for `SharedMergeTree`. For `ReplicatedMergeTree` it behaves the same as `mutations_sync = 2`.|

**See Also**

- [Synchronicity of ALTER Queries](../../sql-reference/statements/alter/index.md/#synchronicity-of-alter-queries)
- [Mutations](../../sql-reference/statements/alter/index.md/#mutations)",\N,\N,"[]",0,"UInt64","2","",0,"Production"
"25.7.3.13","apply_deleted_mask","1",0,"Enables filtering out rows deleted with lightweight DELETE. If disabled, a query will be able to read those rows. This is useful for debugging and \""undelete\"" scenarios",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_normalize_count_variants","1",0,"Rewrite aggregate functions that semantically equals to count() as count().",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_injective_functions_inside_uniq","1",0,"Delete injective functions of one argument inside uniq*() functions.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","count_matches_stop_at_empty_match","0",0,"Stop counting once a pattern matches zero-length in the `countMatches` function.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","rewrite_count_distinct_if_with_count_distinct_implementation","0",0,"Allows you to rewrite `countDistcintIf` with [count_distinct_implementation](#count_distinct_implementation) setting.

Possible values:

- true — Allow.
- false — Disallow.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","convert_query_to_cnf","0",0,"When set to `true`, a `SELECT` query will be converted to conjuctive normal form (CNF). There are scenarios where rewriting a query in CNF may execute faster (view this [Github issue](https://github.com/ClickHouse/ClickHouse/issues/11749) for an explanation).

For example, notice how the following `SELECT` query is not modified (the default behavior):

```sql
EXPLAIN SYNTAX
SELECT *
FROM
(
    SELECT number AS x
    FROM numbers(20)
) AS a
WHERE ((x >= 1) AND (x <= 5)) OR ((x >= 10) AND (x <= 15))
SETTINGS convert_query_to_cnf = false;
```

The result is:

```response
┌─explain────────────────────────────────────────────────────────┐
│ SELECT x                                                       │
│ FROM                                                           │
│ (                                                              │
│     SELECT number AS x                                         │
│     FROM numbers(20)                                           │
│     WHERE ((x >= 1) AND (x <= 5)) OR ((x >= 10) AND (x <= 15)) │
│ ) AS a                                                         │
│ WHERE ((x >= 1) AND (x <= 5)) OR ((x >= 10) AND (x <= 15))     │
│ SETTINGS convert_query_to_cnf = 0                              │
└────────────────────────────────────────────────────────────────┘
```

Let's set `convert_query_to_cnf` to `true` and see what changes:

```sql
EXPLAIN SYNTAX
SELECT *
FROM
(
    SELECT number AS x
    FROM numbers(20)
) AS a
WHERE ((x >= 1) AND (x <= 5)) OR ((x >= 10) AND (x <= 15))
SETTINGS convert_query_to_cnf = true;
```

Notice the `WHERE` clause is rewritten in CNF, but the result set is the identical - the Boolean logic is unchanged:

```response
┌─explain───────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│ SELECT x                                                                                                              │
│ FROM                                                                                                                  │
│ (                                                                                                                     │
│     SELECT number AS x                                                                                                │
│     FROM numbers(20)                                                                                                  │
│     WHERE ((x <= 15) OR (x <= 5)) AND ((x <= 15) OR (x >= 1)) AND ((x >= 10) OR (x <= 5)) AND ((x >= 10) OR (x >= 1)) │
│ ) AS a                                                                                                                │
│ WHERE ((x >= 10) OR (x >= 1)) AND ((x >= 10) OR (x <= 5)) AND ((x <= 15) OR (x >= 1)) AND ((x <= 15) OR (x <= 5))     │
│ SETTINGS convert_query_to_cnf = 1                                                                                     │
└───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘
```

Possible values: true, false",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_or_like_chain","0",0,"Optimize multiple OR LIKE into multiMatchAny. This optimization should not be enabled by default, because it defies index analysis in some cases.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_arithmetic_operations_in_aggregate_functions","1",0,"Move arithmetic operations out of aggregation functions",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_redundant_functions_in_order_by","1",0,"Remove functions from ORDER BY if its argument is also in ORDER BY",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_if_chain_to_multiif","0",0,"Replace if(cond1, then1, if(cond2, ...)) chains to multiIf. Currently it's not beneficial for numeric types.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_multiif_to_if","1",0,"Replace 'multiIf' with only one condition to 'if'.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_if_transform_strings_to_enum","0",0,"Replaces string-type arguments in If and Transform to enum. Disabled by default cause it could make inconsistent change in distributed query that would lead to its fail.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_functions_to_subcolumns","1",0,"Enables or disables optimization by transforming some functions to reading subcolumns. This reduces the amount of data to read.

These functions can be transformed:

- [length](/sql-reference/functions/array-functions#length) to read the [size0](../../sql-reference/data-types/array.md/#array-size) subcolumn.
- [empty](/sql-reference/functions/array-functions#empty) to read the [size0](../../sql-reference/data-types/array.md/#array-size) subcolumn.
- [notEmpty](/sql-reference/functions/array-functions#notEmpty) to read the [size0](../../sql-reference/data-types/array.md/#array-size) subcolumn.
- [isNull](/sql-reference/functions/functions-for-nulls#isnull) to read the [null](../../sql-reference/data-types/nullable.md/#finding-null) subcolumn.
- [isNotNull](/sql-reference/functions/functions-for-nulls#isnotnull) to read the [null](../../sql-reference/data-types/nullable.md/#finding-null) subcolumn.
- [count](/sql-reference/aggregate-functions/reference/count) to read the [null](../../sql-reference/data-types/nullable.md/#finding-null) subcolumn.
- [mapKeys](/sql-reference/functions/tuple-map-functions#mapkeys) to read the [keys](/sql-reference/data-types/map#reading-subcolumns-of-map) subcolumn.
- [mapValues](/sql-reference/functions/tuple-map-functions#mapvalues) to read the [values](/sql-reference/data-types/map#reading-subcolumns-of-map) subcolumn.

Possible values:

- 0 — Optimization disabled.
- 1 — Optimization enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","optimize_using_constraints","0",0,"Use [constraints](../../sql-reference/statements/create/table.md/#constraints) for query optimization. The default is `false`.

Possible values:

- true, false",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_substitute_columns","0",0,"Use [constraints](../../sql-reference/statements/create/table.md/#constraints) for column substitution. The default is `false`.

Possible values:

- true, false",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_append_index","0",0,"Use [constraints](../../sql-reference/statements/create/table.md/#constraints) in order to append index condition. The default is `false`.

Possible values:

- true, false",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","optimize_time_filter_with_preimage","1",0,"Optimize Date and DateTime predicates by converting functions into equivalent comparisons without conversions (e.g. `toYear(col) = 2023 -> col >= '2023-01-01' AND col <= '2023-12-31'`)",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","normalize_function_names","1",0,"Normalize function names to their canonical names",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","enable_early_constant_folding","1",0,"Enable query optimization where we analyze function and subqueries results and rewrite query if there are constants there",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","deduplicate_blocks_in_dependent_materialized_views","0",0,"Enables or disables the deduplication check for materialized views that receive data from Replicated\* tables.

Possible values:

      0 — Disabled.
      1 — Enabled.

When enabled, ClickHouse performs deduplication of blocks in materialized views that depend on Replicated\* tables.
This setting is useful for ensuring that materialized views do not contain duplicate data when the insertion operation is being retried due to a failure.

**See Also**

- [NULL Processing in IN Operators](/guides/developer/deduplicating-inserts-on-retries#insert-deduplication-with-materialized-views)",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","throw_if_deduplication_in_dependent_materialized_views_enabled_with_async_insert","1",0,"Throw exception on INSERT query when the setting `deduplicate_blocks_in_dependent_materialized_views` is enabled along with `async_insert`. It guarantees correctness, because these features can't work together.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","materialized_views_ignore_errors","0",0,"Allows to ignore errors for MATERIALIZED VIEW, and deliver original block to the table regardless of MVs",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","ignore_materialized_views_with_dropped_target_table","0",0,"Ignore MVs with dropped target table during pushing to views",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","allow_materialized_view_with_bad_select","0",0,"Allow CREATE MATERIALIZED VIEW with SELECT query that references nonexistent tables or columns. It must still be syntactically valid. Doesn't apply to refreshable MVs. Doesn't apply if the MV schema needs to be inferred from the SELECT query (i.e. if the CREATE has no column list and no TO table). Can be used for creating MV before its source table.",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","use_compact_format_in_distributed_parts_names","1",0,"Uses compact format for storing blocks for background (`distributed_foreground_insert`) INSERT into tables with `Distributed` engine.

Possible values:

- 0 — Uses `user[:password]@host:port#default_database` directory format.
- 1 — Uses `[shard{shard_index}[_replica{replica_index}]]` directory format.

:::note
- with `use_compact_format_in_distributed_parts_names=0` changes from cluster definition will not be applied for background INSERT.
- with `use_compact_format_in_distributed_parts_names=1` changing the order of the nodes in the cluster definition, will change the `shard_index`/`replica_index` so be aware.
:::",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","validate_polygons","1",0,"Enables or disables throwing an exception in the [pointInPolygon](/sql-reference/functions/geo/coordinates#pointinpolygon) function, if the polygon is self-intersecting or self-tangent.

Possible values:

- 0 — Throwing an exception is disabled. `pointInPolygon` accepts invalid polygons and returns possibly incorrect results for them.
- 1 — Throwing an exception is enabled.",\N,\N,"[]",0,"Bool","1","",0,"Production"
"25.7.3.13","max_parser_depth","1000",0,"Limits maximum recursion depth in the recursive descent parser. Allows controlling the stack size.

Possible values:

- Positive integer.
- 0 — Recursion depth is unlimited.",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","max_parser_backtracks","1000000",0,"Maximum parser backtracking (how many times it tries different alternatives in the recursive descend parsing process).",\N,\N,"[]",0,"UInt64","1000000","",0,"Production"
"25.7.3.13","max_recursive_cte_evaluation_depth","1000",0,"Maximum limit on recursive CTE evaluation depth",\N,\N,"[]",0,"UInt64","1000","",0,"Production"
"25.7.3.13","allow_settings_after_format_in_insert","0",0,"Control whether `SETTINGS` after `FORMAT` in `INSERT` queries is allowed or not. It is not recommended to use this, since this may interpret part of `SETTINGS` as values.

Example:

```sql
INSERT INTO FUNCTION null('foo String') SETTINGS max_threads=1 VALUES ('bar');
```

But the following query will work only with `allow_settings_after_format_in_insert`:

```sql
SET allow_settings_after_format_in_insert=1;
INSERT INTO FUNCTION null('foo String') VALUES ('bar') SETTINGS max_threads=1;
```

Possible values:

- 0 — Disallow.
- 1 — Allow.

:::note
Use this setting only for backward compatibility if your use cases depend on old syntax.
:::",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","periodic_live_view_refresh","60",0,"Interval after which periodically refreshed live view is forced to refresh.",\N,\N,"[]",0,"Seconds","60","",0,"Production"
"25.7.3.13","transform_null_in","0",0,"Enables equality of [NULL](/sql-reference/syntax#null) values for [IN](../../sql-reference/operators/in.md) operator.

By default, `NULL` values can't be compared because `NULL` means undefined value. Thus, comparison `expr = NULL` must always return `false`. With this setting `NULL = NULL` returns `true` for `IN` operator.

Possible values:

- 0 — Comparison of `NULL` values in `IN` operator returns `false`.
- 1 — Comparison of `NULL` values in `IN` operator returns `true`.

**Example**

Consider the `null_in` table:

```text
┌──idx─┬─────i─┐
│    1 │     1 │
│    2 │  NULL │
│    3 │     3 │
└──────┴───────┘
```

Query:

```sql
SELECT idx, i FROM null_in WHERE i IN (1, NULL) SETTINGS transform_null_in = 0;
```

Result:

```text
┌──idx─┬────i─┐
│    1 │    1 │
└──────┴──────┘
```

Query:

```sql
SELECT idx, i FROM null_in WHERE i IN (1, NULL) SETTINGS transform_null_in = 1;
```

Result:

```text
┌──idx─┬─────i─┐
│    1 │     1 │
│    2 │  NULL │
└──────┴───────┘
```

**See Also**

- [NULL Processing in IN Operators](/sql-reference/operators/in#null-processing)",\N,\N,"[]",0,"Bool","0","",0,"Production"
"25.7.3.13","allow_nondeterministic_mutations","0",0,"User-level setting that allows mutations on replicated tables to make use of non-deterministic functions such as `dictGet`.

Given that, for example, dictionaries, can be out of sync across nodes, mutations that pull values from them are disallowed on replicated tables by default. Enabling this setting allows this behavior, making it the user's responsibility to ensure that the data used is in sync across all nodes.

**Example**

```xml
<profiles>
    <default>
        <allow_nondeterministic_mutations>1</allow_nondeterministic_mutations>

        <!-- ... -->
    </default>

    <!-- ... -->

</profiles>
```",\N,\N,"[]",0,"Bool","0","",0,"Production"
