"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","parameters","returned_value","examples","introduced_in","categories"
"25.12.3.21","arraySymmetricDifference",0,0,"","","System","Takes multiple arrays and returns an array with elements that are not present in all source arrays. The result contains only unique values.

:::note
The symmetric difference of _more than two sets_ is [mathematically defined](https://en.wikipedia.org/wiki/Symmetric_difference#n-ary_symmetric_difference)
as the set of all input elements which occur in an odd number of input sets.
In contrast, function `arraySymmetricDifference` simply returns the set of input elements which do not occur in all input sets.
:::
","arraySymmetricDifference(arr1, arr2, ... , arrN)","- `arrN` — N arrays from which to make the new array. [`Array(T)`](/sql-reference/data-types/array). ","","Returns an array of distinct elements not present in all source arrays [`Array(T)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT
arraySymmetricDifference([1, 2], [1, 2], [1, 2]) AS empty_symmetric_difference,
arraySymmetricDifference([1, 2], [1, 2], [1, 3]) AS non_empty_symmetric_difference;
```

```response title=Response
┌─empty_symmetric_difference─┬─non_empty_symmetric_difference─┐
│ []                         │ [3]                            │
└────────────────────────────┴────────────────────────────────┘
```

","25.4","Arrays"
"25.12.3.21","addYears",0,0,"","","System","
Adds a specified number of years to a date, a date with time or a string-encoded date or date with time.
    ","addYears(datetime, num)","- `datetime` — Date or date with time to add specified number of years to. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64) or [`String`](/sql-reference/data-types/string)
- `num` — Number of years to add. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
","","Returns `datetime` plus `num` years [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)","**Add years to different date types**

```sql title=Query
WITH
    toDate('2024-01-01') AS date,
    toDateTime('2024-01-01 00:00:00') AS date_time,
    '2024-01-01 00:00:00' AS date_time_string
SELECT
    addYears(date, 1) AS add_years_with_date,
    addYears(date_time, 1) AS add_years_with_date_time,
    addYears(date_time_string, 1) AS add_years_with_date_time_string
```

```response title=Response
┌─add_years_with_date─┬─add_years_with_date_time─┬─add_years_with_date_time_string─┐
│          2025-01-01 │      2025-01-01 00:00:00 │         2025-01-01 00:00:00.000 │
└─────────────────────┴──────────────────────────┴─────────────────────────────────┘
```

**Using alternative INTERVAL syntax**

```sql title=Query
SELECT dateAdd('1998-06-16'::Date, INTERVAL 10 year)
```

```response title=Response
┌─plus(CAST('1⋯alYear(10))─┐
│               2008-06-16 │
└──────────────────────────┘
```

","1.1","Dates and Times"
"25.12.3.21","toStartOfSecond",0,0,"","","System","
Rounds down a date with time to the start of the seconds.
    ","toStartOfSecond(datetime[, timezone])","- `datetime` — Date and time to truncate sub-seconds from. [`DateTime64`](/sql-reference/data-types/datetime64)
- `timezone` — Optional. Timezone for the returned value. If not specified, the function uses the timezone of the `value` parameter. [`String`](/sql-reference/data-types/string)
","","Returns the input value without sub-seconds. [`DateTime64`](/sql-reference/data-types/datetime64)","**Query without timezone**

```sql title=Query
WITH toDateTime64('2020-01-01 10:20:30.999', 3) AS dt64
SELECT toStartOfSecond(dt64);
```

```response title=Response
┌───toStartOfSecond(dt64)─┐
│ 2020-01-01 10:20:30.000 │
└─────────────────────────┘
```

**Query with timezone**

```sql title=Query
WITH toDateTime64('2020-01-01 10:20:30.999', 3) AS dt64
SELECT toStartOfSecond(dt64, 'Asia/Istanbul');
```

```response title=Response
┌─toStartOfSecond(dt64, 'Asia/Istanbul')─┐
│                2020-01-01 13:20:30.000 │
└────────────────────────────────────────┘
```

","20.5","Dates and Times"
"25.12.3.21","enabledRoles",0,0,"","","System","
Returns an array of the roles which are enabled for the current user.
    ","enabledRoles()","","","Returns an array of role names which are enabled for the current user. [`Array(String)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT enabledRoles();
```

```response title=Response
┌─enabledRoles()─────────────────────────────────────────────────┐
│ ['general_data', 'sql-console-role:jane.smith@clickhouse.com'] │
└────────────────────────────────────────────────────────────────┘
```

","21.9","Other"
"25.12.3.21","concat",0,1,"","","System","
Concatenates the given arguments.

Arguments which are not of types [`String`](../data-types/string.md) or [`FixedString`](../data-types/fixedstring.md) are converted to strings using their default serialization.
As this decreases performance, it is not recommended to use non-String/FixedString arguments.
","concat([s1, s2, ...])","- `s1, s2, ...` — Any number of values of arbitrary type. [`Any`](/sql-reference/data-types)
","","Returns the String created by concatenating the arguments. If any of arguments is `NULL`, the function returns `NULL`. If there are no arguments, it returns an empty string. [`Nullable(String)`](/sql-reference/data-types/nullable)","**String concatenation**

```sql title=Query
SELECT concat('Hello, ', 'World!')
```

```response title=Response
┌─concat('Hello, ', 'World!')─┐
│ Hello, World!               │
└─────────────────────────────┘
```

**Number concatenation**

```sql title=Query
SELECT concat(42, 144)
```

```response title=Response
┌─concat(42, 144)─┐
│ 42144           │
└─────────────────┘
```

","1.1","String"
"25.12.3.21","mapAdd",0,0,"","","System","
Collect all the keys and sum corresponding values.
","mapAdd(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — Maps or tuples of two arrays in which items in the first array represent keys, and the second array contains values for each key. [`Map(K, V)`](/sql-reference/data-types/map) or [`Tuple(Array(T), Array(T))`](/sql-reference/data-types/tuple)
","","Returns a map or returns a tuple, where the first array contains the sorted keys and the second array contains values. [`Map(K, V)`](/sql-reference/data-types/map) or [`Tuple(Array(T), Array(T))`](/sql-reference/data-types/tuple)","**With Map type**

```sql title=Query
SELECT mapAdd(map(1, 1), map(1, 1))
```

```response title=Response
{1:2}
```

**With tuple**

```sql title=Query
SELECT mapAdd(([toUInt8(1), 2], [1, 1]), ([toUInt8(1), 2], [1, 1]))
```

```response title=Response
([1, 2], [2, 2])
```

","20.7","Map"
"25.12.3.21","arrayUnion",0,0,"","","System","Takes multiple arrays and returns an array which contains all elements that are present in one of the source arrays.The result contains only unique values.","arrayUnion(arr1, arr2, ..., arrN)","- `arrN` — N arrays from which to make the new array. [`Array(T)`](/sql-reference/data-types/array)
","","Returns an array with distinct elements from the source arrays [`Array(T)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT
arrayUnion([-2, 1], [10, 1], [-2], []) as num_example,
arrayUnion(['hi'], [], ['hello', 'hi']) as str_example,
arrayUnion([1, 3, NULL], [2, 3, NULL]) as null_example
```

```response title=Response
┌─num_example─┬─str_example────┬─null_example─┐
│ [10,-2,1]   │ ['hello','hi'] │ [3,2,1,NULL] │
└─────────────┴────────────────┴──────────────┘
```

","24.10","Arrays"
"25.12.3.21","multiSearchAllPositions",0,0,"","","System","
Like [`position`](#position) but returns an array of positions (in bytes, starting at 1) for multiple `needle` substrings in a `haystack` string.

All `multiSearch*()` functions only support up to 2^8 needles.
    ","multiSearchAllPositions(haystack, needle1[, needle2, ...])","- `haystack` — String in which the search is performed. [`String`](/sql-reference/data-types/string)
- `needle1[, needle2, ...]` — An array of one or more substrings to be searched. [`Array(String)`](/sql-reference/data-types/array)
","","Returns array of the starting position in bytes and counting from 1, if the substring was found, `0`, if the substring was not found. [`Array(UInt64)`](/sql-reference/data-types/array)","**Multiple needle search**

```sql title=Query
SELECT multiSearchAllPositions('Hello, World!', ['hello', '!', 'world'])
```

```response title=Response
┌─multiSearchAllPositions('Hello, World!', ['hello', '!', 'world'])─┐
│ [0,13,0]                                                          │
└───────────────────────────────────────────────────────────────────┘
```

","20.1","String Search"
"25.12.3.21","toUInt16",0,0,"","","System","
Converts an input value to a value of type [`UInt16`](../data-types/int-uint.md).
Throws an exception in case of an error.

Supported arguments:
- Values or string representations of type (U)Int*.
- Values of type Float*.

Unsupported arguments:
- String representations of Float* values, including `NaN` and `Inf`.
- String representations of binary and hexadecimal values, e.g. `SELECT toUInt16('0xc0fe');`.

:::note
If the input value cannot be represented within the bounds of [`UInt16`](../data-types/int-uint.md), overflow or underflow of the result occurs.
This is not considered an error.
For example: `SELECT toUInt16(65536) == 0;`.
:::

:::note
The function uses [rounding towards zero](https://en.wikipedia.org/wiki/Rounding#Rounding_towards_zero), meaning it truncates fractional digits of numbers.
:::

See also:
- [`toUInt16OrZero`](#toUInt16OrZero).
- [`toUInt16OrNull`](#toUInt16OrNull).
- [`toUInt16OrDefault`](#toUInt16OrDefault).
    ","toUInt16(expr)","- `expr` — Expression returning a number or a string representation of a number. [`Expression`](/sql-reference/data-types/special-data-types/expression)
","","Returns a 16-bit unsigned integer value. [`UInt16`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT
    toUInt16(16),
    toUInt16(16.16),
    toUInt16('16')
FORMAT Vertical
```

```response title=Response
Row 1:
──────
toUInt16(16):    16
toUInt16(16.16): 16
toUInt16('16'):  16
```

","1.1","Type Conversion"
"25.12.3.21","upper",0,1,"","","System","
Converts the ASCII Latin symbols in a string to uppercase.
","upper(s)","- `s` — The string to convert to uppercase. [`String`](/sql-reference/data-types/string)
","","Returns an uppercase string from `s`. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT upper('clickhouse')
```

```response title=Response
┌─upper('clickhouse')─┐
│ CLICKHOUSE          │
└─────────────────────┘
```

","1.1","String"
"25.12.3.21","arrayFlatten",0,0,"","","System","
Converts an array of arrays to a flat array.

Function:

- Applies to any depth of nested arrays.
- Does not change arrays that are already flat.

The flattened array contains all the elements from all source arrays.
","arrayFlatten(arr)","- `arr` — A multidimensional array. [`Array(Array(T))`](/sql-reference/data-types/array)
","","Returns a flattened array from the multidimensional array [`Array(T)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT arrayFlatten([[[1]], [[2], [3]]]);
```

```response title=Response
[1, 2, 3]
```

","20.1","Arrays"
"25.12.3.21","tupleIntDiv",0,0,"","","System","
Performs an integer division with a tuple of numerators and a tuple of denominators. Returns a tuple of quotients.
If either tuple contains non-integer elements then the result is calculated by rounding to the nearest integer for each non-integer numerator or divisor.
Division by 0 causes an error to be thrown.
","tupleIntDiv(tuple_num, tuple_div)","- `tuple_num` — Tuple of numerator values. [`Tuple((U)Int*)`](/sql-reference/data-types/tuple) or [`Tuple(Float*)`](/sql-reference/data-types/tuple) or [`Tuple(Decimal)`](/sql-reference/data-types/tuple)
- `tuple_div` — Tuple of divisor values. [`Tuple((U)Int*)`](/sql-reference/data-types/tuple) or [`Tuple(Float*)`](/sql-reference/data-types/tuple) or [`Tuple(Decimal)`](/sql-reference/data-types/tuple)
","","Returns a tuple of the quotients. [`Tuple((U)Int*)`](/sql-reference/data-types/tuple) or [`Tuple(Float*)`](/sql-reference/data-types/tuple) or [`Tuple(Decimal)`](/sql-reference/data-types/tuple)","**Basic usage**

```sql title=Query
SELECT tupleIntDiv((15, 10, 5), (5, 5, 5))
```

```response title=Response
(3, 2, 1)
```

**With decimals**

```sql title=Query
SELECT tupleIntDiv((15, 10, 5), (5.5, 5.5, 5.5))
```

```response title=Response
(2, 1, 0)
```

","23.8","Tuple"
"25.12.3.21","splitByWhitespace",0,0,"","","System","
Splits a string which is separated by whitespace characters into an array of substrings.

:::note
Setting [`splitby_max_substrings_includes_remaining_string`](../../operations/settings/settings.md#splitby_max_substrings_includes_remaining_string) (default: `0`) controls if the remaining string is included in the last element of the result array when argument `max_substrings > 0`.
:::
","splitByWhitespace(s[, max_substrings])","- `s` — The string to split. [`String`](/sql-reference/data-types/string)
- `max_substrings` — Optional. When `max_substrings > 0`, the returned substrings will be no more than `max_substrings`, otherwise the function will return as many substrings as possible. Default value: `0`. [`Int64`](/sql-reference/data-types/int-uint)
","","Returns an array of the selected substrings of `s`. [`Array(String)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT splitByWhitespace('  1!  a,  b.  ');
```

```response title=Response
['1!','a,','b.']
```

","21.9","String Splitting"
"25.12.3.21","countSubstrings",0,1,"","","System","Returns how often a substring `needle` occurs in a string `haystack`.","countSubstrings(haystack, needle[, start_pos])","- `haystack` — String in which the search is performed. [String](../../sql-reference/data-types/string.md) or [Enum](../../sql-reference/data-types/enum.md). - `needle` — Substring to be searched. [String](../../sql-reference/data-types/string.md). - `start_pos` — Position (1-based) in `haystack` at which the search starts. [UInt](../../sql-reference/data-types/int-uint.md). Optional. ","","The number of occurrences. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT countSubstrings('aaaa', 'aa');
```

```response title=Response
┌─countSubstrings('aaaa', 'aa')─┐
│                             2 │
└───────────────────────────────┘
```

**With start_pos argument**

```sql title=Query
SELECT countSubstrings('abc___abc', 'abc', 4);
```

```response title=Response
┌─countSubstrings('abc___abc', 'abc', 4)─┐
│                                      1 │
└────────────────────────────────────────┘
```

","21.1","String Search"
"25.12.3.21","parseDateTimeOrZero",0,0,"","","System","
Same as [`parseDateTime`](#parseDateTime) but returns zero date when it encounters an unparsable date format.
    ","parseDateTimeOrZero(time_string, format[, timezone])","- `time_string` — String to be parsed into DateTime. [`String`](/sql-reference/data-types/string)
- `format` — Format string specifying how to parse time_string. [`String`](/sql-reference/data-types/string)
- `timezone` — Optional. Timezone. [`String`](/sql-reference/data-types/string)
","","Returns DateTime parsed from input string, or zero DateTime if parsing fails. [`DateTime`](/sql-reference/data-types/datetime)","**Usage example**

```sql title=Query
SELECT parseDateTimeOrZero('2025-01-04+23:00:00', '%Y-%m-%d+%H:%i:%s')
```

```response title=Response
┌─parseDateTimeOrZero('2025-01-04+23:00:00', '%Y-%m-%d+%H:%i:%s')─┐
│                                             2025-01-04 23:00:00 │
└─────────────────────────────────────────────────────────────────┘
```

","23.3","Type Conversion"
"25.12.3.21","reinterpretAsFloat64",0,0,"","","System","
Reinterprets the input value as a value of type Float64.
Unlike [`CAST`](#CAST), the function does not attempt to preserve the original value - if the target type is not able to represent the input type, the output is undefined.
    ","reinterpretAsFloat64(x)","- `x` — Value to reinterpret as Float64. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Date`](/sql-reference/data-types/date) or [`DateTime`](/sql-reference/data-types/datetime) or [`UUID`](/sql-reference/data-types/uuid) or [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
","","Returns the reinterpreted value `x`. [`Float64`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT reinterpretAsUInt64(toFloat64(0.2)) AS x, reinterpretAsFloat64(x)
```

```response title=Response
┌───────────────────x─┬─reinterpretAsFloat64(x)─┐
│ 4596373779694328218 │                     0.2 │
└─────────────────────┴─────────────────────────┘
```

","1.1","Type Conversion"
"25.12.3.21","s2GetNeighbors",0,0,"","","System","","","","","","","",""
"25.12.3.21","multiSearchAnyCaseInsensitive",0,0,"","","System","
Like [multiSearchAny](#multiSearchAny) but ignores case.
    ","multiSearchAnyCaseInsensitive(haystack, [needle1, needle2, ..., needleN])","- `haystack` — String in which the search is performed. [`String`](/sql-reference/data-types/string)
- `needle` — Substrings to be searched. [`Array(String)`](/sql-reference/data-types/array)
","","Returns `1`, if there was at least one case-insensitive match, otherwise `0`, if there was not at least one case-insensitive match. [`UInt8`](/sql-reference/data-types/int-uint)","**Case insensitive search**

```sql title=Query
SELECT multiSearchAnyCaseInsensitive('ClickHouse',['c','h'])
```

```response title=Response
┌─multiSearchAnyCaseInsensitive('ClickHouse', ['c', 'h'])─┐
│                                                       1 │
└─────────────────────────────────────────────────────────┘
```

","20.1","String Search"
"25.12.3.21","bitmapMax",0,0,"","","System","Returns the position of the greatest bit set in a bitmap, or `0` if the bitmap is empty.","bitmapMax(bitmap)","- `bitmap` — Bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","","Returns the position of the greatest bit set in the bitmap, otherwise `0` [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapMax(bitmapBuild([1, 2, 3, 4, 5])) AS res;
```

```response title=Response
┌─res─┐
│   5 │
└─────┘
```

","20.1","Bitmap"
"25.12.3.21","ngramDistanceCaseInsensitiveUTF8",0,0,"","","System","
Provides a case-insensitive UTF-8 variant of [`ngramDistance`](#ngramDistance).
Assumes that `needle` and `haystack` strings are UTF-8 encoded strings and ignores case.
Calculates the 3-gram distance between two UTF-8 strings, ignoring case.
The smaller the returned value, the more similar the strings are.
    ","ngramDistanceCaseInsensitiveUTF8(haystack, needle)","- `haystack` — First UTF-8 encoded comparison string. [`String`](/sql-reference/data-types/string)
- `needle` — Second UTF-8 encoded comparison string. [`String`](/sql-reference/data-types/string)
","","Returns a Float32 number between `0` and `1`. [`Float32`](/sql-reference/data-types/float)","**Case-insensitive UTF-8 3-gram distance**

```sql title=Query
SELECT ngramDistanceCaseInsensitiveUTF8('abcde','CDE')
```

```response title=Response
┌─ngramDistanceCaseInsensitiveUTF8('abcde','CDE')─┐
│                                             0.5 │
└─────────────────────────────────────────────────┘
```

","20.1","String Search"
"25.12.3.21","h3GetOriginIndexFromUnidirectionalEdge",0,0,"","","System","
Returns the origin hexagon index from the unidirectional edge [H3](#h3-index).
    ","h3GetOriginIndexFromUnidirectionalEdge(edge)","- `edge` — Hexagon index number that represents a unidirectional edge. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns the origin hexagon index from the unidirectional edge. [`UInt64`](/sql-reference/data-types/int-uint)","**Get origin index from a unidirectional edge**

```sql title=Query
SELECT h3GetOriginIndexFromUnidirectionalEdge(1248204388774707197) AS origin
```

```response title=Response
┌─────────────origin─┐
│ 599686042433355773 │
└────────────────────┘
```

","22.6","Geo"
"25.12.3.21","ascii",0,1,"","","System","
Returns the ASCII code point of the first character of string `s` as an `Int32`.
","ascii(s)","- `s` — String input. [`String`](/sql-reference/data-types/string)
","","Returns the ASCII code point of the first character. If `s` is empty, the result is `0`. If the first character is not an ASCII character or not part of the Latin-1 supplement range of UTF-16, the result is undefined. [`Int32`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT ascii('234')
```

```response title=Response
┌─ascii('234')─┐
│           50 │
└──────────────┘
```

","22.11","String"
"25.12.3.21","parseDateTime32BestEffortOrZero",0,0,"","","System","
Same as [`parseDateTime32BestEffort`](#parseDateTime32BestEffort) except that it returns a zero date or a zero date time when it encounters a date format that cannot be processed.
    ","parseDateTime32BestEffortOrZero(time_string[, time_zone])","- `time_string` — String containing a date and time to convert. [`String`](/sql-reference/data-types/string)
- `time_zone` — Optional. Time zone according to which `time_string` is parsed. [`String`](/sql-reference/data-types/string)
","","Returns a `DateTime` object parsed from the string, or zero date (`1970-01-01 00:00:00`) if the parsing fails. [`DateTime`](/sql-reference/data-types/datetime)","**Usage example**

```sql title=Query
SELECT
    parseDateTime32BestEffortOrZero('23/10/2025 12:12:57') AS valid,
    parseDateTime32BestEffortOrZero('invalid date') AS invalid
```

```response title=Response
┌─valid───────────────┬─invalid─────────────┐
│ 2025-10-23 12:12:57 │ 1970-01-01 00:00:00 │
└─────────────────────┴─────────────────────┘
```

","20.9","Type Conversion"
"25.12.3.21","rightUTF8",0,0,"","","System","
Returns a substring of UTF-8 encoded string `s` with a specified `offset` starting from the right.
","rightUTF8(s, offset)","- `s` — The UTF-8 encoded string to calculate a substring from. [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
- `offset` — The number of bytes of the offset. [`(U)Int*`](/sql-reference/data-types/int-uint)
","","Returns:
- For positive `offset`, a substring of `s` with `offset` many bytes, starting from the right of the string.
- For negative `offset`, a substring of `s` with `length(s) - |offset|` bytes, starting from the right of the string.
- An empty string if `length` is `0`.
     [`String`](/sql-reference/data-types/string)","**Positive offset**

```sql title=Query
SELECT rightUTF8('Привет', 4)
```

```response title=Response
ивет
```

**Negative offset**

```sql title=Query
SELECT rightUTF8('Привет', -4)
```

```response title=Response
ет
```

","22.1","String"
"25.12.3.21","blockNumber",0,0,"","","System","
Returns a monotonically increasing sequence number of the [block](../../development/architecture.md#block) containing the row.
The returned block number is updated on a best-effort basis, i.e. it may not be fully accurate.
    ","blockNumber()","","","Sequence number of the data block where the row is located. [`UInt64`](/sql-reference/data-types/int-uint)","**Basic usage**

```sql title=Query
SELECT blockNumber()
FROM
(
    SELECT *
    FROM system.numbers
    LIMIT 10
) SETTINGS max_block_size = 2
```

```response title=Response
┌─blockNumber()─┐
│             7 │
│             7 │
└───────────────┘
┌─blockNumber()─┐
│             8 │
│             8 │
└───────────────┘
┌─blockNumber()─┐
│             9 │
│             9 │
└───────────────┘
┌─blockNumber()─┐
│            10 │
│            10 │
└───────────────┘
┌─blockNumber()─┐
│            11 │
│            11 │
└───────────────┘
```

","1.1","Other"
"25.12.3.21","cutURLParameter",0,0,"","","System","
Removes the `name` parameter from a URL, if present.
This function does not encode or decode characters in parameter names, e.g. `Client ID` and `Client%20ID` are treated as different parameter names.
    ","cutURLParameter(url, name)","- `url` — URL. [`String`](/sql-reference/data-types/string)
- `name` — Name of URL parameter. [`String`](/sql-reference/data-types/string) or [`Array(String)`](/sql-reference/data-types/array)
","","URL with `name` URL parameter removed. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT
    cutURLParameter('http://bigmir.net/?a=b&c=d&e=f#g', 'a') AS url_without_a,
    cutURLParameter('http://bigmir.net/?a=b&c=d&e=f#g', ['c', 'e']) AS url_without_c_and_e;
```

```response title=Response
┌─url_without_a────────────────┬─url_without_c_and_e──────┐
│ http://bigmir.net/?c=d&e=f#g │ http://bigmir.net/?a=b#g │
└──────────────────────────────┴──────────────────────────┘
```

","1.1","URL"
"25.12.3.21","positionCaseInsensitiveUTF8",0,0,"","","System","
Like [`positionUTF8`](#positionUTF8) but searches case-insensitively.
    ","positionCaseInsensitiveUTF8(haystack, needle[, start_pos])","- `haystack` — String in which the search is performed. [`String`](/sql-reference/data-types/string) or [`Enum`](/sql-reference/data-types/enum)
- `needle` — Substring to be searched. [`String`](/sql-reference/data-types/string)
- `start_pos` — Optional. Position (1-based) in `haystack` at which the search starts. [`UInt*`](/sql-reference/data-types/int-uint)
","","Returns starting position in bytes and counting from 1, if the substring was found, otherwise `0`, if the substring was not found. [`UInt64`](/sql-reference/data-types/int-uint)","**Case insensitive UTF-8 search**

```sql title=Query
SELECT positionCaseInsensitiveUTF8('Привет мир', 'МИР')
```

```response title=Response
┌─positionCaseInsensitiveUTF8('Привет мир', 'МИР')─┐
│                                                8 │
└──────────────────────────────────────────────────┘
```

","1.1","String Search"
"25.12.3.21","multiSearchFirstPositionCaseInsensitive",0,0,"","","System","
Like [multiSearchFirstPosition](#multiSearchFirstPosition) but ignores case.
    ","multiSearchFirstPositionCaseInsensitive(haystack, [needle1, needle2, ..., needleN])","- `haystack` — String in which the search is performed. [`String`](/sql-reference/data-types/string)
- `needle` — Array of substrings to be searched. [`Array(String)`](/sql-reference/data-types/array)
","","Returns the leftmost offset in a `haystack` string which matches any of multiple `needle` strings. Returns `0`, if there was no match. [`UInt64`](/sql-reference/data-types/int-uint)","**Case insensitive first position**

```sql title=Query
SELECT multiSearchFirstPositionCaseInsensitive('HELLO WORLD',['wor', 'ld', 'ello'])
```

```response title=Response
┌─multiSearchFirstPositionCaseInsensitive('HELLO WORLD', ['wor', 'ld', 'ello'])─┐
│                                                                             2 │
└───────────────────────────────────────────────────────────────────────────────┘
```

","20.1","String Search"
"25.12.3.21","subtractHours",0,0,"","","System","
Subtracts a specified number of hours from a date, a date with time or a string-encoded date or date with time.
    ","subtractHours(datetime, num)","- `datetime` — Date or date with time to subtract specified number of hours from. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64) or [`String`](/sql-reference/data-types/string)
- `num` — Number of hours to subtract. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
","","Returns `datetime` minus `num` hours [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64(3)`](/sql-reference/data-types/datetime64)","**Subtract hours from different date types**

```sql title=Query
WITH
    toDate('2024-01-01') AS date,
    toDateTime('2024-01-01 00:00:00') AS date_time,
    '2024-01-01 00:00:00' AS date_time_string
SELECT
    subtractHours(date, 12) AS subtract_hours_with_date,
    subtractHours(date_time, 12) AS subtract_hours_with_date_time,
    subtractHours(date_time_string, 12) AS subtract_hours_with_date_time_string
```

```response title=Response
┌─subtract_hours_with_date─┬─subtract_hours_with_date_time─┬─subtract_hours_with_date_time_string─┐
│      2023-12-31 12:00:00 │           2023-12-31 12:00:00 │              2023-12-31 12:00:00.000 │
└──────────────────────────┴───────────────────────────────┴──────────────────────────────────────┘
```

**Using alternative INTERVAL syntax**

```sql title=Query
SELECT dateSub('1998-06-16'::Date, INTERVAL 10 hour)
```

```response title=Response
┌─minus(CAST('⋯alHour(10))─┐
│      1998-06-15 14:00:00 │
└──────────────────────────┘
```

","1.1","Dates and Times"
"25.12.3.21","geoToS2",0,0,"","","System","","","","","","","",""
"25.12.3.21","indexOf",0,0,"","","System","
Returns the index of the first element with value 'x' (starting from 1) if it is in the array.
If the array does not contain the searched-for value, the function returns `0`.

Elements set to `NULL` are handled as normal values.
    ","indexOf(arr, x)","- `arr` — An array to search in for `x`. [`Array(T)`](/sql-reference/data-types/array)
- `x` — Value of the first matching element in `arr` for which to return an index. [`UInt64`](/sql-reference/data-types/int-uint)
","","Returns the index (numbered from one) of the first `x` in `arr` if it exists. Otherwise, returns `0`. [`UInt64`](/sql-reference/data-types/int-uint)","**Basic example**

```sql title=Query
SELECT indexOf([5, 4, 1, 3], 3)
```

```response title=Response
4
```

**Array with nulls**

```sql title=Query
SELECT indexOf([1, 3, NULL, NULL], NULL)
```

```response title=Response
3
```

","1.1","Arrays"
"25.12.3.21","emptyArrayString",0,0,"","","System","Returns an empty String array","emptyArrayString()","","","An empty String array. [`Array(T)`](/sql-reference/data-types/array)","**Usage example**

```sql title=Query
SELECT emptyArrayString
```

```response title=Response
[]
```

","1.1","Arrays"
"25.12.3.21","acos",0,1,"","","System","
Returns the arc cosine of the argument.
","acos(x)","- `x` — The value for which to find arc cosine of. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","","Returns the arc cosine of x [`Float*`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT acos(0.5);
```

```response title=Response
1.0471975511965979
```

","1.1","Mathematical"
"25.12.3.21","h3EdgeAngle",0,0,"","","System","
Calculates the average length of an [H3](https://h3geo.org/docs/core-library/h3Indexing/) hexagon edge in grades.
    ","h3EdgeAngle(resolution)","- `resolution` — Index resolution. Range: `[0, 15]`. [`UInt8`](/sql-reference/data-types/int-uint)
","","Returns the average length of an [H3](#h3-index) hexagon edge in grades. [`Float64`](/sql-reference/data-types/float)","**Get edge angle for resolution 10**

```sql title=Query
SELECT h3EdgeAngle(10) AS edgeAngle
```

```response title=Response
┌───────h3EdgeAngle(10)─┐
│ 0.0005927224846720883 │
└───────────────────────┘
```

","20.1","Geo"
