"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","rewrite_count_distinct_if_with_count_distinct_implementation","0",0,"Rewrite countDistinctIf with count_distinct_implementation configuration",\N,\N,0,"Bool","0","",0
"24.3.6.31","convert_query_to_cnf","0",0,"Convert SELECT query to CNF",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_or_like_chain","0",0,"Optimize multiple OR LIKE into multiMatchAny. This optimization should not be enabled by default, because it defies index analysis in some cases.",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_arithmetic_operations_in_aggregate_functions","1",0,"Move arithmetic operations out of aggregation functions",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_redundant_functions_in_order_by","1",0,"Remove functions from ORDER BY if its argument is also in ORDER BY",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_if_chain_to_multiif","0",0,"Replace if(cond1, then1, if(cond2, ...)) chains to multiIf. Currently it's not beneficial for numeric types.",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_multiif_to_if","1",0,"Replace 'multiIf' with only one condition to 'if'.",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_if_transform_strings_to_enum","0",0,"Replaces string-type arguments in If and Transform to enum. Disabled by default cause it could make inconsistent change in distributed query that would lead to its fail.",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_monotonous_functions_in_order_by","0",0,"Replace monotonous function with its argument in ORDER BY",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_functions_to_subcolumns","0",0,"Transform functions to subcolumns, if possible, to reduce amount of read data. E.g. 'length(arr)' -> 'arr.size0', 'col IS NULL' -> 'col.null' ",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_using_constraints","0",0,"Use constraints for query optimization",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_substitute_columns","0",0,"Use constraints for column substitution",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_append_index","0",0,"Use constraints in order to append index condition (indexHint)",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_time_filter_with_preimage","1",0,"Optimize Date and DateTime predicates by converting functions into equivalent comparisons without conversions (e.g. toYear(col) = 2023 -> col >= '2023-01-01' AND col <= '2023-12-31')",\N,\N,0,"Bool","1","",0
"24.3.6.31","normalize_function_names","1",0,"Normalize function names to their canonical names",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_early_constant_folding","1",0,"Enable query optimization where we analyze function and subqueries results and rewrite query if there are constants there",\N,\N,0,"Bool","1","",0
"24.3.6.31","deduplicate_blocks_in_dependent_materialized_views","0",0,"Should deduplicate blocks for materialized views if the block is not a duplicate for the table. Use true to always deduplicate in dependent tables.",\N,\N,0,"Bool","0","",0
"24.3.6.31","throw_if_deduplication_in_dependent_materialized_views_enabled_with_async_insert","1",0,"Throw exception on INSERT query when the setting `deduplicate_blocks_in_dependent_materialized_views` is enabled along with `async_insert`. It guarantees correctness, because these features can't work together.",\N,\N,0,"Bool","1","",0
"24.3.6.31","update_insert_deduplication_token_in_dependent_materialized_views","0",0,"Should update insert deduplication token with table identifier during insert in dependent materialized views.",\N,\N,0,"Bool","0","",0
"24.3.6.31","materialized_views_ignore_errors","0",0,"Allows to ignore errors for MATERIALIZED VIEW, and deliver original block to the table regardless of MVs",\N,\N,0,"Bool","0","",0
"24.3.6.31","ignore_materialized_views_with_dropped_target_table","0",0,"Ignore MVs with dropped target table during pushing to views",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_experimental_refreshable_materialized_view","0",0,"Allow refreshable materialized views (CREATE MATERIALIZED VIEW <name> REFRESH ...).",\N,\N,0,"Bool","0","",0
"24.3.6.31","stop_refreshable_materialized_views_on_startup","0",0,"On server startup, prevent scheduling of refreshable materialized views, as if with SYSTEM STOP VIEWS. You can manually start them with SYSTEM START VIEWS or SYSTEM START VIEW <name> afterwards. Also applies to newly created views. Has no effect on non-refreshable materialized views.",\N,\N,0,"Bool","0","",0
"24.3.6.31","use_compact_format_in_distributed_parts_names","1",0,"Changes format of directories names for distributed table insert parts.",\N,\N,0,"Bool","1","",0
"24.3.6.31","validate_polygons","1",0,"Throw exception if polygon is invalid in function pointInPolygon (e.g. self-tangent, self-intersecting). If the setting is false, the function will accept invalid polygons but may silently return wrong result.",\N,\N,0,"Bool","1","",0
"24.3.6.31","max_parser_depth","1000",0,"Maximum parser depth (recursion depth of recursive descend parser).",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","max_parser_backtracks","1000000",0,"Maximum parser backtracking (how many times it tries different alternatives in the recursive descend parsing process).",\N,\N,0,"UInt64","1000000","",0
"24.3.6.31","allow_settings_after_format_in_insert","0",0,"Allow SETTINGS after FORMAT, but note, that this is not always safe (note: this is a compatibility setting).",\N,\N,0,"Bool","0","",0
"24.3.6.31","periodic_live_view_refresh","60",0,"Interval after which periodically refreshed live view is forced to refresh.",\N,\N,0,"Seconds","60","",0
"24.3.6.31","transform_null_in","0",0,"If enabled, NULL values will be matched with 'IN' operator as if they are considered equal.",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_nondeterministic_mutations","0",0,"Allow non-deterministic functions in ALTER UPDATE/ALTER DELETE statements",\N,\N,0,"Bool","0","",0
"24.3.6.31","lock_acquire_timeout","120",0,"How long locking request should wait before failing",\N,\N,0,"Seconds","120","",0
"24.3.6.31","materialize_ttl_after_modify","1",0,"Apply TTL for old data, after ALTER MODIFY TTL query",\N,\N,0,"Bool","1","",0
"24.3.6.31","function_implementation","",0,"Choose function implementation for specific target or variant (experimental). If empty enable all of them.",\N,\N,0,"String","","",0
"24.3.6.31","data_type_default_nullable","0",0,"Data types without NULL or NOT NULL will make Nullable",\N,\N,0,"Bool","0","",0
"24.3.6.31","cast_keep_nullable","0",0,"CAST operator keep Nullable for result data type",\N,\N,0,"Bool","0","",0
"24.3.6.31","cast_ipv4_ipv6_default_on_conversion_error","0",0,"CAST operator into IPv4, CAST operator into IPV6 type, toIPv4, toIPv6 functions will return default value instead of throwing exception on conversion error.",\N,\N,0,"Bool","0","",0
"24.3.6.31","alter_partition_verbose_result","0",0,"Output information about affected parts. Currently works only for FREEZE and ATTACH commands.",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_experimental_database_materialized_mysql","0",0,"Allow to create database with Engine=MaterializedMySQL(...).",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_experimental_database_materialized_postgresql","0",0,"Allow to create database with Engine=MaterializedPostgreSQL(...).",\N,\N,0,"Bool","0","",0
"24.3.6.31","system_events_show_zero_values","0",0,"When querying system.events or system.metrics tables, include all metrics, even with zero values.",\N,\N,0,"Bool","0","",0
"24.3.6.31","mysql_datatypes_support_level","",0,"Which MySQL types should be converted to corresponding ClickHouse types (rather than being represented as String). Can be empty or any combination of 'decimal', 'datetime64', 'date2Date32' or 'date2String'. When empty MySQL's DECIMAL and DATETIME/TIMESTAMP with non-zero precision are seen as String on ClickHouse's side.",\N,\N,0,"MySQLDataTypesSupport","","",0
"24.3.6.31","optimize_trivial_insert_select","1",0,"Optimize trivial 'INSERT INTO table SELECT ... FROM TABLES' query",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_non_metadata_alters","1",0,"Allow to execute alters which affects not only tables metadata, but also data on disk",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_global_with_statement","1",0,"Propagate WITH statements to UNION queries and all subqueries",\N,\N,0,"Bool","1","",0
"24.3.6.31","aggregate_functions_null_for_empty","0",0,"Rewrite all aggregate functions in a query, adding -OrNull suffix to them",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_syntax_fuse_functions","0",0,"Allow apply fuse aggregating function. Available only with `allow_experimental_analyzer`",\N,\N,0,"Bool","0","",0
"24.3.6.31","flatten_nested","1",0,"If true, columns of type Nested will be flatten to separate array columns instead of one array of tuples",\N,\N,0,"Bool","1","",0
"24.3.6.31","asterisk_include_materialized_columns","0",0,"Include MATERIALIZED columns for wildcard query",\N,\N,0,"Bool","0","",0
"24.3.6.31","asterisk_include_alias_columns","0",0,"Include ALIAS columns for wildcard query",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_skip_merged_partitions","0",0,"Skip partitions with one part with level > 0 in optimize final",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_on_insert","1",0,"Do the same transformation for inserted block of data as if merge was done on this block.",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_use_projections","1",0,"Automatically choose projections to perform SELECT query",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_experimental_projection_optimization","1",0,"Automatically choose projections to perform SELECT query",\N,\N,0,"Bool","1","optimize_use_projections",0
"24.3.6.31","optimize_use_implicit_projections","1",0,"Automatically choose implicit projections to perform SELECT query",\N,\N,0,"Bool","1","",0
"24.3.6.31","force_optimize_projection","0",0,"If projection optimization is enabled, SELECT queries need to use projection",\N,\N,0,"Bool","0","",0
"24.3.6.31","force_optimize_projection_name","",0,"If it is set to a non-empty string, check that this projection is used in the query at least once.",\N,\N,0,"String","","",0
"24.3.6.31","preferred_optimize_projection_name","",0,"If it is set to a non-empty string, ClickHouse tries to apply specified projection",\N,\N,0,"String","","",0
"24.3.6.31","async_socket_for_remote","1",0,"Asynchronously read from socket executing remote query",\N,\N,0,"Bool","1","",0
"24.3.6.31","async_query_sending_for_remote","1",0,"Asynchronously create connections and send query to shards in remote query",\N,\N,0,"Bool","1","",0
"24.3.6.31","insert_null_as_default","1",0,"Insert DEFAULT values instead of NULL in INSERT SELECT (UNION ALL)",\N,\N,0,"Bool","1","",0
"24.3.6.31","describe_extend_object_types","0",0,"Deduce concrete type of columns of type Object in DESCRIBE query",\N,\N,0,"Bool","0","",0
"24.3.6.31","describe_include_subcolumns","0",0,"If true, subcolumns of all table columns will be included into result of DESCRIBE query",\N,\N,0,"Bool","0","",0
"24.3.6.31","describe_include_virtual_columns","0",0,"If true, virtual columns of table will be included into result of DESCRIBE query",\N,\N,0,"Bool","0","",0
"24.3.6.31","describe_compact_output","0",0,"If true, include only column names and types into result of DESCRIBE query",\N,\N,0,"Bool","0","",0
"24.3.6.31","apply_mutations_on_fly","0",0,"Only available in ClickHouse Cloud",\N,\N,0,"Bool","0","",0
"24.3.6.31","mutations_execute_nondeterministic_on_initiator","0",0,"If true nondeterministic function are executed on initiator and replaced to literals in UPDATE and DELETE queries",\N,\N,0,"Bool","0","",0
"24.3.6.31","mutations_execute_subqueries_on_initiator","0",0,"If true scalar subqueries are executed on initiator and replaced to literals in UPDATE and DELETE queries",\N,\N,0,"Bool","0","",0
"24.3.6.31","mutations_max_literal_size_to_replace","16384",0,"The maximum size of serialized literal in bytes to replace in UPDATE and DELETE queries",\N,\N,0,"UInt64","16384","",0
"24.3.6.31","create_replicated_merge_tree_fault_injection_probability","0",0,"The probability of a fault injection during table creation after creating metadata in ZooKeeper",\N,\N,0,"Float","0","",0
"24.3.6.31","use_query_cache","0",0,"Enable the query cache",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_writes_to_query_cache","1",0,"Enable storing results of SELECT queries in the query cache",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_reads_from_query_cache","1",0,"Enable reading results of SELECT queries from the query cache",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_cache_nondeterministic_function_handling","throw",0,"How the query cache handles queries with non-deterministic functions, e.g. now()",\N,\N,0,"QueryCacheNondeterministicFunctionHandling","throw","",0
"24.3.6.31","query_cache_max_size_in_bytes","0",0,"The maximum amount of memory (in bytes) the current user may allocate in the query cache. 0 means unlimited. ",\N,\N,0,"UInt64","0","",0
"24.3.6.31","query_cache_max_entries","0",0,"The maximum number of query results the current user may store in the query cache. 0 means unlimited.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","query_cache_min_query_runs","0",0,"Minimum number a SELECT query must run before its result is stored in the query cache",\N,\N,0,"UInt64","0","",0
"24.3.6.31","query_cache_min_query_duration","0",0,"Minimum time in milliseconds for a query to run for its result to be stored in the query cache.",\N,\N,0,"Milliseconds","0","",0
"24.3.6.31","query_cache_compress_entries","1",0,"Compress cache entries.",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_cache_squash_partial_results","1",0,"Squash partial result blocks to blocks of size 'max_block_size'. Reduces performance of inserts into the query cache but improves the compressability of cache entries.",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_cache_ttl","60",0,"After this time in seconds entries in the query cache become stale",\N,\N,0,"Seconds","60","",0
"24.3.6.31","query_cache_share_between_users","0",0,"Allow other users to read entry in the query cache",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_sharing_sets_for_mutations","1",0,"Allow sharing set objects build for IN subqueries between different tasks of the same mutation. This reduces memory usage and CPU consumption",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_rewrite_sum_if_to_count_if","0",0,"Rewrite sumIf() and sum(if()) function countIf() function when logically equivalent",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_rewrite_aggregate_function_with_if","1",0,"Rewrite aggregate functions with if expression as argument when logically equivalent. For example, avg(if(cond, col, null)) can be rewritten to avgIf(cond, col)",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_rewrite_array_exists_to_has","0",0,"Rewrite arrayExists() functions to has() when logically equivalent. For example, arrayExists(x -> x = 1, arr) can be rewritten to has(arr, 1)",\N,\N,0,"Bool","0","",0
"24.3.6.31","insert_shard_id","0",0,"If non zero, when insert into a distributed table, the data will be inserted into the shard `insert_shard_id` synchronously. Possible values range from 1 to `shards_number` of corresponding distributed table",\N,\N,0,"UInt64","0","",0
"24.3.6.31","collect_hash_table_stats_during_aggregation","1",0,"Enable collecting hash table statistics to optimize memory allocation",\N,\N,0,"Bool","1","",0
"24.3.6.31","max_entries_for_hash_table_stats","10000",0,"How many entries hash table statistics collected during aggregation is allowed to have",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","max_size_to_preallocate_for_aggregation","100000000",0,"For how many elements it is allowed to preallocate space in all hash tables in total before aggregation",\N,\N,0,"UInt64","100000000","",0
"24.3.6.31","kafka_disable_num_consumers_limit","0",0,"Disable limit on kafka_num_consumers that depends on the number of available CPU cores",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_software_prefetch_in_aggregation","1",0,"Enable use of software prefetch in aggregation",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_aggregate_partitions_independently","0",0,"Enable independent aggregation of partitions on separate threads when partition key suits group by key. Beneficial when number of partitions close to number of cores and partitions have roughly the same size",\N,\N,0,"Bool","0","",0
"24.3.6.31","force_aggregate_partitions_independently","0",0,"Force the use of optimization when it is applicable, but heuristics decided not to use it",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_number_of_partitions_for_independent_aggregation","128",0,"Maximal number of partitions in table to apply optimization",\N,\N,0,"UInt64","128","",0
"24.3.6.31","min_hit_rate_to_use_consecutive_keys_optimization","0.5",0,"Minimal hit rate of a cache which is used for consecutive keys optimization in aggregation to keep it enabled",\N,\N,0,"Float","0.5","",0
"24.3.6.31","allow_experimental_query_deduplication","0",0,"Experimental data deduplication for SELECT queries based on part UUIDs",\N,\N,0,"Bool","0","",0
"24.3.6.31","engine_file_empty_if_not_exists","0",0,"Allows to select data from a file engine table without file",\N,\N,0,"Bool","0","",0
"24.3.6.31","engine_file_truncate_on_insert","0",0,"Enables or disables truncate before insert in file engine tables",\N,\N,0,"Bool","0","",0
"24.3.6.31","engine_file_allow_create_multiple_files","0",0,"Enables or disables creating a new file on each insert in file engine tables if format has suffix.",\N,\N,0,"Bool","0","",0
"24.3.6.31","engine_file_skip_empty_files","0",0,"Allows to skip empty files in file table engine",\N,\N,0,"Bool","0","",0
"24.3.6.31","engine_url_skip_empty_files","0",0,"Allows to skip empty files in url table engine",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_url_encoding","1",0," Allows to enable/disable decoding/encoding path in uri in URL table engine",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_experimental_database_replicated","0",0,"Allow to create databases with Replicated engine",\N,\N,0,"Bool","0","",0
"24.3.6.31","database_replicated_initial_query_timeout_sec","300",0,"How long initial DDL query should wait for Replicated database to precess previous DDL queue entries",\N,\N,0,"UInt64","300","",0
"24.3.6.31","database_replicated_enforce_synchronous_settings","0",0,"Enforces synchronous waiting for some queries (see also database_atomic_wait_for_drop_and_detach_synchronously, mutation_sync, alter_sync). Not recommended to enable these settings.",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_distributed_depth","5",0,"Maximum distributed query depth",\N,\N,0,"UInt64","5","",0
"24.3.6.31","database_replicated_always_detach_permanently","0",0,"Execute DETACH TABLE as DETACH TABLE PERMANENTLY if database engine is Replicated",\N,\N,0,"Bool","0","",0
"24.3.6.31","database_replicated_allow_only_replicated_engine","0",0,"Allow to create only Replicated tables in database with engine Replicated",\N,\N,0,"Bool","0","",0
"24.3.6.31","database_replicated_allow_replicated_engine_arguments","1",0,"Allow to create only Replicated tables in database with engine Replicated with explicit arguments",\N,\N,0,"Bool","1","",0
"24.3.6.31","cloud_mode","0",0,"Only available in ClickHouse Cloud",\N,\N,0,"Bool","0","",0
"24.3.6.31","cloud_mode_engine","1",0,"Only available in ClickHouse Cloud",\N,\N,0,"UInt64","1","",0
"24.3.6.31","distributed_ddl_output_mode","throw",0,"Format of distributed DDL query result, one of: 'none', 'throw', 'null_status_on_timeout', 'never_throw', 'none_only_active', 'throw_only_active', 'null_status_on_timeout_only_active'",\N,\N,0,"DistributedDDLOutputMode","throw","",0
"24.3.6.31","distributed_ddl_entry_format_version","5",0,"Compatibility version of distributed DDL (ON CLUSTER) queries",\N,\N,0,"UInt64","5","",0
"24.3.6.31","external_storage_max_read_rows","0",0,"Limit maximum number of rows when table with external engine should flush history data. Now supported only for MySQL table engine, database engine, dictionary and MaterializedMySQL. If equal to 0, this setting is disabled",\N,\N,0,"UInt64","0","",0
"24.3.6.31","external_storage_max_read_bytes","0",0,"Limit maximum number of bytes when table with external engine should flush history data. Now supported only for MySQL table engine, database engine, dictionary and MaterializedMySQL. If equal to 0, this setting is disabled",\N,\N,0,"UInt64","0","",0
"24.3.6.31","external_storage_connect_timeout_sec","10",0,"Connect timeout in seconds. Now supported only for MySQL",\N,\N,0,"UInt64","10","",0
"24.3.6.31","external_storage_rw_timeout_sec","300",0,"Read/write timeout in seconds. Now supported only for MySQL",\N,\N,0,"UInt64","300","",0
"24.3.6.31","union_default_mode","",0,"Set default mode in UNION query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","","",0
"24.3.6.31","intersect_default_mode","ALL",0,"Set default mode in INTERSECT query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","ALL","",0
"24.3.6.31","except_default_mode","ALL",0,"Set default mode in EXCEPT query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception.",\N,\N,0,"SetOperationMode","ALL","",0
"24.3.6.31","optimize_aggregators_of_group_by_keys","1",0,"Eliminates min/max/any/anyLast aggregators of GROUP BY keys in SELECT section",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_injective_functions_in_group_by","1",0,"Replaces injective functions by it's arguments in GROUP BY section",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_group_by_function_keys","1",0,"Eliminates functions of other keys in GROUP BY section",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_group_by_constant_keys","1",0,"Optimize GROUP BY when all keys in block are constant",\N,\N,0,"Bool","1","",0
"24.3.6.31","legacy_column_name_of_tuple_literal","0",0,"List all names of element of large tuple literals in their column names instead of hash. This settings exists only for compatibility reasons. It makes sense to set to 'true', while doing rolling update of cluster from version lower than 21.7 to higher.",\N,\N,0,"Bool","0","",0
"24.3.6.31","query_plan_enable_optimizations","1",0,"Globally enable/disable query optimization at the query plan level",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_max_optimizations_to_apply","10000",0,"Limit the total number of optimizations applied to query plan. If zero, ignored. If limit reached, throw exception",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","query_plan_lift_up_array_join","1",0,"Allow to move array joins up in the query plan",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_push_down_limit","1",0,"Allow to move LIMITs down in the query plan",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_split_filter","1",0,"Allow to split filters in the query plan",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_merge_expressions","1",0,"Allow to merge expressions in the query plan",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_filter_push_down","1",0,"Allow to push down filter by predicate query plan step",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_optimize_prewhere","1",0,"Allow to push down filter to PREWHERE expression for supported storages",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_execute_functions_after_sorting","1",0,"Allow to re-order functions after sorting",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_reuse_storage_ordering_for_window_functions","1",0,"Allow to use the storage sorting for window functions",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_lift_up_union","1",0,"Allow to move UNIONs up so that more parts of the query plan can be optimized",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_read_in_order","1",0,"Use query plan for read-in-order optimization",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_aggregation_in_order","1",0,"Use query plan for aggregation-in-order optimization",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_remove_redundant_sorting","1",0,"Remove redundant sorting in query plan. For example, sorting steps related to ORDER BY clauses in subqueries",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_remove_redundant_distinct","1",0,"Remove redundant Distinct step in query plan",\N,\N,0,"Bool","1","",0
"24.3.6.31","query_plan_enable_multithreading_after_window_functions","1",0,"Enable multithreading after evaluating window functions to allow parallel stream processing",\N,\N,0,"Bool","1","",0
"24.3.6.31","regexp_max_matches_per_row","1000",0,"Max matches of any single regexp per row, used to safeguard 'extractAllGroupsHorizontal' against consuming too much memory with greedy RE.",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","limit","0",0,"Limit on read rows from the most 'end' result for select query, default 0 means no limit length",\N,\N,0,"UInt64","0","",0
"24.3.6.31","offset","0",0,"Offset on read rows from the most 'end' result for select query",\N,\N,0,"UInt64","0","",0
"24.3.6.31","function_range_max_elements_in_block","500000000",0,"Maximum number of values generated by function `range` per block of data (sum of array sizes for every row in a block, see also 'max_block_size' and 'min_insert_block_size_rows'). It is a safety threshold.",\N,\N,0,"UInt64","500000000","",0
"24.3.6.31","function_sleep_max_microseconds_per_block","3000000",0,"Maximum number of microseconds the function `sleep` is allowed to sleep for each block. If a user called it with a larger value, it throws an exception. It is a safety threshold.",\N,\N,0,"UInt64","3000000","",0
"24.3.6.31","function_visible_width_behavior","1",0,"The version of `visibleWidth` behavior. 0 - only count the number of code points; 1 - correctly count zero-width and combining characters, count full-width characters as two, estimate the tab width, count delete characters.",\N,\N,0,"UInt64","1","",0
"24.3.6.31","short_circuit_function_evaluation","enable",0,"Setting for short-circuit function evaluation configuration. Possible values: 'enable' - use short-circuit function evaluation for functions that are suitable for it, 'disable' - disable short-circuit function evaluation, 'force_enable' - use short-circuit function evaluation for all functions.",\N,\N,0,"ShortCircuitFunctionEvaluation","enable","",0
"24.3.6.31","storage_file_read_method","pread",0,"Method of reading data from storage file, one of: read, pread, mmap. The mmap method does not apply to clickhouse-server (it's intended for clickhouse-local).",\N,\N,0,"LocalFSReadMethod","pread","",0
"24.3.6.31","local_filesystem_read_method","pread_threadpool",0,"Method of reading data from local filesystem, one of: read, pread, mmap, io_uring, pread_threadpool. The 'io_uring' method is experimental and does not work for Log, TinyLog, StripeLog, File, Set and Join, and other tables with append-able files in presence of concurrent reads and writes.",\N,\N,0,"String","pread_threadpool","",0
"24.3.6.31","remote_filesystem_read_method","threadpool",0,"Method of reading data from remote filesystem, one of: read, threadpool.",\N,\N,0,"String","threadpool","",0
"24.3.6.31","local_filesystem_read_prefetch","0",0,"Should use prefetching when reading data from local filesystem.",\N,\N,0,"Bool","0","",0
"24.3.6.31","remote_filesystem_read_prefetch","1",0,"Should use prefetching when reading data from remote filesystem.",\N,\N,0,"Bool","1","",0
"24.3.6.31","read_priority","0",0,"Priority to read data from local filesystem or remote filesystem. Only supported for 'pread_threadpool' method for local filesystem and for `threadpool` method for remote filesystem.",\N,\N,0,"Int64","0","",0
"24.3.6.31","merge_tree_min_rows_for_concurrent_read_for_remote_filesystem","163840",0,"If at least as many lines are read from one file, the reading can be parallelized, when reading from remote filesystem.",\N,\N,0,"UInt64","163840","",0
"24.3.6.31","merge_tree_min_bytes_for_concurrent_read_for_remote_filesystem","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized, when reading from remote filesystem.",\N,\N,0,"UInt64","251658240","",0
"24.3.6.31","remote_read_min_bytes_for_seek","4194304",0,"Min bytes required for remote read (url, s3) to do seek, instead of read with ignore.",\N,\N,0,"UInt64","4194304","",0
"24.3.6.31","merge_tree_min_bytes_per_task_for_remote_reading","4194304",0,"Min bytes to read per task.",\N,\N,0,"UInt64","4194304","",0
"24.3.6.31","merge_tree_use_const_size_tasks_for_remote_reading","1",0,"Whether to use constant size tasks for reading from a remote table.",\N,\N,0,"Bool","1","",0
"24.3.6.31","merge_tree_determine_task_size_by_prewhere_columns","1",0,"Whether to use only prewhere columns size to determine reading task size.",\N,\N,0,"Bool","1","",0
"24.3.6.31","merge_tree_compact_parts_min_granules_to_multibuffer_read","16",0,"Only available in ClickHouse Cloud",\N,\N,0,"UInt64","16","",0
"24.3.6.31","async_insert","0",0,"If true, data from INSERT query is stored in queue and later flushed to table in background. If wait_for_async_insert is false, INSERT query is processed almost instantly, otherwise client will wait until data will be flushed to table",\N,\N,0,"Bool","0","",0
"24.3.6.31","wait_for_async_insert","1",0,"If true wait for processing of asynchronous insertion",\N,\N,0,"Bool","1","",0
"24.3.6.31","wait_for_async_insert_timeout","120",0,"Timeout for waiting for processing asynchronous insertion",\N,\N,0,"Seconds","120","",0
"24.3.6.31","async_insert_max_data_size","10485760",0,"Maximum size in bytes of unparsed data collected per query before being inserted",\N,\N,0,"UInt64","10485760","",0
"24.3.6.31","async_insert_max_query_number","450",0,"Maximum number of insert queries before being inserted",\N,\N,0,"UInt64","450","",0
"24.3.6.31","async_insert_poll_timeout_ms","10",0,"Timeout for polling data from asynchronous insert queue",\N,\N,0,"Milliseconds","10","",0
"24.3.6.31","async_insert_use_adaptive_busy_timeout","1",0,"If it is set to true, use adaptive busy timeout for asynchronous inserts",\N,\N,0,"Bool","1","",0
"24.3.6.31","async_insert_busy_timeout_min_ms","50",0,"If auto-adjusting is enabled through async_insert_use_adaptive_busy_timeout, minimum time to wait before dumping collected data per query since the first data appeared. It also serves as the initial value for the adaptive algorithm",\N,\N,0,"Milliseconds","50","",0
"24.3.6.31","async_insert_busy_timeout_max_ms","200",0,"Maximum time to wait before dumping collected data per query since the first data appeared.",\N,\N,0,"Milliseconds","200","",0
"24.3.6.31","async_insert_busy_timeout_ms","200",0,"Maximum time to wait before dumping collected data per query since the first data appeared.",\N,\N,0,"Milliseconds","200","async_insert_busy_timeout_max_ms",0
"24.3.6.31","async_insert_busy_timeout_increase_rate","0.2",0,"The exponential growth rate at which the adaptive asynchronous insert timeout increases",\N,\N,0,"Double","0.2","",0
"24.3.6.31","async_insert_busy_timeout_decrease_rate","0.2",0,"The exponential growth rate at which the adaptive asynchronous insert timeout decreases",\N,\N,0,"Double","0.2","",0
"24.3.6.31","remote_fs_read_max_backoff_ms","10000",0,"Max wait time when trying to read data for remote disk",\N,\N,0,"UInt64","10000","",0
