"ch_version","name","value","default","changed","description","min","max","disallowed_values","readonly","type","is_obsolete","tier"
"25.6.3.116","min_index_granularity_bytes","1024","1024",0,"
    Min allowed size of data granules in bytes.

    To provide a safeguard against accidentally creating tables with very low
    `index_granularity_bytes`.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","use_const_adaptive_granularity","0","0",0,"
    Always use constant granularity for whole part. It allows to compress in
    memory values of index granularity. It can be useful in extremely large
    workloads with thin tables.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","enable_index_granularity_compression","1","1",0,"
    Compress in memory values of index granularity if it is possible
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","merge_with_ttl_timeout","14400","14400",0,"
    Minimum delay in seconds before repeating a merge with delete TTL.
    ",\N,\N,"[]",0,"Int64",0,"Production"
"25.6.3.116","merge_with_recompression_ttl_timeout","14400","14400",0,"
    Minimum delay in seconds before repeating a merge with recompression TTL.
    ",\N,\N,"[]",0,"Int64",0,"Production"
"25.6.3.116","ttl_only_drop_parts","0","0",0,"
    Controls whether data parts are fully dropped in MergeTree tables when all
    rows in that part have expired according to their `TTL` settings.

    When `ttl_only_drop_parts` is disabled (by default), only the rows that have
    expired based on their TTL settings are removed.

    When `ttl_only_drop_parts` is enabled, the entire part is dropped if all
    rows in that part have expired according to their `TTL` settings.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","materialize_ttl_recalculate_only","0","0",0,"
    Only recalculate ttl info when MATERIALIZE TTL
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","enable_mixed_granularity_parts","1","1",0,"
    Enables or disables transitioning to control the granule size with the
    `index_granularity_bytes` setting. Before version 19.11, there was only the
    `index_granularity` setting for restricting granule size. The
    `index_granularity_bytes` setting improves ClickHouse performance when
    selecting data from tables with big rows (tens and hundreds of megabytes).
    If you have tables with big rows, you can enable this setting for the tables
    to improve the efficiency of `SELECT` queries.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","concurrent_part_removal_threshold","100","100",0,"
    Activate concurrent part removal (see 'max_part_removal_threads') only if
    the number of inactive data parts is at least this.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","zero_copy_concurrent_part_removal_max_split_times","5","5",0,"
    Max recursion depth for splitting independent Outdated parts ranges into
    smaller subranges. Recommended not to change.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","zero_copy_concurrent_part_removal_max_postpone_ratio","0.05","0.05",0,"
    Max percentage of top level parts to postpone removal in order to get
    smaller independent ranges. Recommended not to change.
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","storage_policy","default","default",0,"
    Name of storage disk policy
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","disk","","",0,"
    Name of storage disk. Can be specified instead of storage policy.
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","table_disk","0","0",0,"
    This is table disk, the path/endpoint should point to the table data, not to
    the database data. Can be set only for s3_plain/s3_plain_rewritable/web.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","allow_nullable_key","0","0",0,"
    Allow Nullable types as primary keys.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","remove_empty_parts","1","1",0,"
    Remove empty parts after they were pruned by TTL, mutation, or collapsing
    merge algorithm.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","remove_unused_patch_parts","1","1",0,"
    Remove in background patch parts which are applied for all active parts.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","assign_part_uuids","0","0",0,"
    When enabled, a unique part identifier will be assigned for every new part.
    Before enabling, check that all replicas support UUID version 4.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","max_partitions_to_read","-1","-1",0,"
    Limits the maximum number of partitions that can be accessed in one query.

    The setting value specified when the table is created can be overridden via
    query-level setting.

    Possible values:
    - Any positive integer.

    You can also specify a query complexity setting [max_partitions_to_read](/operations/settings/settings#max_partitions_to_read)
    at a query / session / profile level.
    ",\N,\N,"[]",0,"Int64",0,"Production"
"25.6.3.116","max_concurrent_queries","0","0",0,"
    Max number of concurrently executed queries related to the MergeTree table.
    Queries will still be limited by other `max_concurrent_queries` settings.

    Possible values:
    - Positive integer.
    - `0` — No limit.

    Default value: `0` (no limit).

    **Example**

    ```xml
    <max_concurrent_queries>50</max_concurrent_queries>
    ```
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_marks_to_honor_max_concurrent_queries","0","0",0,"
    The minimal number of marks read by the query for applying the [max_concurrent_queries](#max_concurrent_queries)
    setting.

    :::note
    Queries will still be limited by other `max_concurrent_queries` settings.
    :::

    Possible values:
    - Positive integer.
    - `0` — Disabled (`max_concurrent_queries` limit applied to no queries).

    **Example**

    ```xml
    <min_marks_to_honor_max_concurrent_queries>10</min_marks_to_honor_max_concurrent_queries>
    ```
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","min_bytes_to_rebalance_partition_over_jbod","0","0",0,"
    Sets minimal amount of bytes to enable balancing when distributing new big
    parts over volume disks [JBOD](https://en.wikipedia.org/wiki/Non-RAID_drive_architectures).

    Possible values:

    - Positive integer.
    - `0` — Balancing is disabled.

    **Usage**

    The value of the `min_bytes_to_rebalance_partition_over_jbod` setting should
    not be less than the value of the
    [max_bytes_to_merge_at_max_space_in_pool](/operations/settings/merge-tree-settings#max_bytes_to_merge_at_max_space_in_pool)
    / 1024. Otherwise, ClickHouse throws an exception.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","check_sample_column_is_correct","1","1",0,"
    Enables the check at table creation, that the data type of a column for s
    ampling or sampling expression is correct. The data type must be one of unsigned
    [integer types](/sql-reference/data-types/int-uint): `UInt8`, `UInt16`,
    `UInt32`, `UInt64`.

    Possible values:
    - `true`  — The check is enabled.
    - `false` — The check is disabled at table creation.

    Default value: `true`.

    By default, the ClickHouse server checks at table creation the data type of
    a column for sampling or sampling expression. If you already have tables with
    incorrect sampling expression and do not want the server to raise an exception
    during startup, set `check_sample_column_is_correct` to `false`.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","allow_vertical_merges_from_compact_to_wide_parts","1","1",0,"
    Allows vertical merges from compact to wide parts. This settings must have
    the same value on all replicas.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","enable_the_endpoint_id_with_zookeeper_name_prefix","0","0",0,"
    Enable the endpoint id with zookeeper name prefix for the replicated merge
    tree table.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","zero_copy_merge_mutation_min_parts_size_sleep_no_scale_before_lock","0","0",0,"
    If zero copy replication is enabled sleep random amount of time up to 500ms
    before trying to lock for merge or mutation.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","zero_copy_merge_mutation_min_parts_size_sleep_before_lock","1073741824","1073741824",0,"
    If zero copy replication is enabled sleep random amount of time before trying
    to lock depending on parts size for merge or mutation
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","allow_floating_point_partition_key","0","0",0,"
    Enables to allow floating-point number as a partition key.

    Possible values:
    - `0` — Floating-point partition key not allowed.
    - `1` — Floating-point partition key allowed.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","sleep_before_loading_outdated_parts_ms","0","0",0,"
    For testing. Do not change it.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","always_use_copy_instead_of_hardlinks","0","0",0,"
    Always copy data instead of hardlinking during mutations/replaces/detaches
    and so on.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","disable_freeze_partition_for_zero_copy_replication","1","1",0,"
    Disable FREEZE PARTITION query for zero copy replication.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","disable_detach_partition_for_zero_copy_replication","1","1",0,"
    Disable DETACH PARTITION query for zero copy replication.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","disable_fetch_partition_for_zero_copy_replication","1","1",0,"
    Disable FETCH PARTITION query for zero copy replication.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","enable_block_number_column","0","0",0,"
    Enable persisting column _block_number for each row.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","enable_block_offset_column","0","0",0,"
    Persists virtual column `_block_number` on merges.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","add_minmax_index_for_numeric_columns","0","0",0,"
    When enabled, min-max (skipping) indices are added for all numeric columns
    of the table.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","add_minmax_index_for_string_columns","0","0",0,"
    When enabled, min-max (skipping) indices are added for all string columns of
    the table.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","allow_summing_columns_in_partition_or_order_key","0","0",0,"
    When enabled, allows summing columns in a SummingMergeTree table to be used in
    the partition or sorting key.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","allow_coalescing_columns_in_partition_or_order_key","0","0",0,"
    When enabled, allows coalescing columns in a CoalescingMergeTree table to be used in
    the partition or sorting key.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","part_moves_between_shards_enable","0","0",0,"
    Experimental/Incomplete feature to move parts between shards. Does not take
    into account sharding expressions.
    ",\N,\N,"[]",0,"UInt64",0,"Experimental"
"25.6.3.116","part_moves_between_shards_delay_seconds","30","30",0,"
    Time to wait before/after moving parts between shards.
    ",\N,\N,"[]",0,"UInt64",0,"Experimental"
"25.6.3.116","allow_remote_fs_zero_copy_replication","0","0",0,"
    Don't use this setting in production, because it is not ready.
    ",\N,\N,"[]",0,"Bool",0,"Beta"
"25.6.3.116","remote_fs_zero_copy_zookeeper_path","/clickhouse/zero_copy","/clickhouse/zero_copy",0,"
    ZooKeeper path for zero-copy table-independent info.
    ",\N,\N,"[]",0,"String",0,"Experimental"
"25.6.3.116","remote_fs_zero_copy_path_compatible_mode","0","0",0,"
    Run zero-copy in compatible mode during conversion process.
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","force_read_through_cache_for_merges","0","0",0,"
    Force read-through filesystem cache for merges
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","cache_populated_by_fetch","0","0",0,"
    :::note
    This setting applies only to ClickHouse Cloud.
    :::

    When `cache_populated_by_fetch` is disabled (the default setting), new data
    parts are loaded into the cache only when a query is run that requires those
    parts.

    If enabled, `cache_populated_by_fetch` will instead cause all nodes to load
    new data parts from storage into their cache without requiring a query to
    trigger such an action.

    **See Also**

    - [ignore_cold_parts_seconds](/operations/settings/settings#ignore_cold_parts_seconds)
    - [prefer_warmed_unmerged_parts_seconds](/operations/settings/settings#prefer_warmed_unmerged_parts_seconds)
    - [cache_warmer_threads](/operations/settings/settings#cache_warmer_threads)
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","cache_populated_by_fetch_filename_regexp","","",0,"
    :::note
    This setting applies only to ClickHouse Cloud.
    :::

    If not empty, only files that match this regex will be prewarmed into the cache after fetch (if `cache_populated_by_fetch` is enabled).
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","allow_experimental_replacing_merge_with_cleanup","0","0",0,"
    Allow experimental CLEANUP merges for ReplacingMergeTree with `is_deleted`
    column. When enabled, allows using `OPTIMIZE ... FINAL CLEANUP` to manually
    merge all parts in a partition down to a single part and removing any
    deleted rows.

    Also allows enabling such merges to happen automatically in the background
    with settings `min_age_to_force_merge_seconds`,
    `min_age_to_force_merge_on_partition_only` and
    `enable_replacing_merge_with_cleanup_for_min_age_to_force_merge`.
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","enable_replacing_merge_with_cleanup_for_min_age_to_force_merge","0","0",0,"
    Whether to use CLEANUP merges for ReplacingMergeTree when merging partitions
    down to a single part. Requires `allow_experimental_replacing_merge_with_cleanup`,
    `min_age_to_force_merge_seconds` and `min_age_to_force_merge_on_partition_only`
    to be enabled.

    Possible values:
    - `true`
    - `false`
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","allow_experimental_reverse_key","0","0",0,"
    Enables support for descending sort order in MergeTree sorting keys. This
    setting is particularly useful for time series analysis and Top-N queries,
    allowing data to be stored in reverse chronological order to optimize query
    performance.

    With `allow_experimental_reverse_key` enabled, you can define descending sort
    orders within the `ORDER BY` clause of a MergeTree table. This enables the
    use of more efficient `ReadInOrder` optimizations instead of `ReadInReverseOrder`
    for descending queries.

    **Example**

    ```sql
    CREATE TABLE example
    (
    time DateTime,
    key Int32,
    value String
    ) ENGINE = MergeTree
    ORDER BY (time DESC, key)  -- Descending order on 'time' field
    SETTINGS allow_experimental_reverse_key = 1;

    SELECT * FROM example WHERE key = 'xxx' ORDER BY time DESC LIMIT 10;
    ```

    By using `ORDER BY time DESC` in the query, `ReadInOrder` is applied.

    **Default Value:** false
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","notify_newest_block_number","0","0",0,"
    Notify newest block number to SharedJoin or SharedSet. Only in ClickHouse Cloud.
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","shared_merge_tree_enable_keeper_parts_extra_data","0","0",0,"
    Enables writing attributes into virtual parts and committing blocks in keeper
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","shared_merge_tree_enable_coordinated_merges","0","0",0,"
    Enables coordinated merges strategy
    ",\N,\N,"[]",0,"Bool",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_merges_prepare_count","100","100",0,"
    Number of merge entries that coordinator should prepare and distribute across workers
    ",\N,\N,"[]",0,"UInt64",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_fetch_fresh_metadata_period_ms","10000","10000",0,"
    How often merge coordinator should sync with zookeeper to take fresh metadata
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_max_merge_request_size","20","20",0,"
    Number of merges that coordinator can request from MergerMutator at once
    ",\N,\N,"[]",0,"UInt64",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_election_check_period_ms","30000","30000",0,"
    Time between runs of merge coordinator election thread
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_min_period_ms","1","1",0,"
    Minimum time between runs of merge coordinator thread
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_max_period_ms","10000","10000",0,"
    Maximum time between runs of merge coordinator thread
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_coordinator_factor","2","2",0,"
    Time changing factor for delay of coordinator thread
    ",\N,\N,"[]",0,"UInt64",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_worker_fast_timeout_ms","100","100",0,"
    Timeout that merge worker thread will use if it is needed to update it's state after immediate action
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","shared_merge_tree_merge_worker_regular_timeout_ms","10000","10000",0,"
    Time between runs of merge worker thread
    ",\N,\N,"[]",0,"Milliseconds",0,"Experimental"
"25.6.3.116","compress_marks","1","1",0,"
    Marks support compression, reduce mark file size and speed up network
    transmission.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","compress_primary_key","1","1",0,"
    Primary key support compression, reduce primary key file size and speed up
    network transmission.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","marks_compression_codec","ZSTD(3)","ZSTD(3)",0,"
    Compression encoding used by marks, marks are small enough and cached, so
    the default compression is ZSTD(3).
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","primary_key_compression_codec","ZSTD(3)","ZSTD(3)",0,"
    Compression encoding used by primary, primary key is small enough and cached,
    so the default compression is ZSTD(3).
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","marks_compress_block_size","65536","65536",0,"
    Mark compress block size, the actual size of the block to compress.
    ",\N,\N,"[]",0,"NonZeroUInt64",0,"Production"
"25.6.3.116","primary_key_compress_block_size","65536","65536",0,"
    Primary compress block size, the actual size of the block to compress.
    ",\N,\N,"[]",0,"NonZeroUInt64",0,"Production"
"25.6.3.116","primary_key_lazy_load","1","1",0,"Load primary key in memory on
    first use instead of on table initialization. This can save memory in the
    presence of a large number of tables.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","primary_key_ratio_of_unique_prefix_values_to_skip_suffix_columns","0.9","0.9",0,"
    If the value of a column of the primary key in data part changes at least in
    this ratio of times, skip loading next columns in memory. This allows to save
    memory usage by not loading useless columns of the primary key.
    ",\N,\N,"[]",0,"Float",0,"Production"
"25.6.3.116","use_primary_key_cache","0","0",0,"Use cache for primary index
    instead of saving all indexes in memory. Can be useful for very large tables
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","prewarm_primary_key_cache","0","0",0,"If true primary index
    cache will be prewarmed by saving marks to mark cache on inserts, merges,
    fetches and on startup of server
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","prewarm_mark_cache","0","0",0,"If true mark cache will be
    prewarmed by saving marks to mark cache on inserts, merges, fetches and on
    startup of server
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","columns_to_prewarm_mark_cache","","",0,"
    List of columns to prewarm mark cache for (if enabled). Empty means all columns
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","min_bytes_to_prewarm_caches","0","0",0,"
    Minimal size (uncompressed bytes) to prewarm mark cache and primary index cache
    for new parts
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","max_projections","25","25",0,"
    The maximum number of merge tree projections.
    ",\N,\N,"[]",0,"UInt64",0,"Production"
"25.6.3.116","lightweight_mutation_projection_mode","throw","throw",0,"
    By default, lightweight delete `DELETE` does not work for tables with
    projections. This is because rows in a projection may be affected by a
    `DELETE` operation. So the default value would be `throw`. However, this
    option can change the behavior. With the value either `drop` or `rebuild`,
    deletes will work with projections. `drop` would delete the projection so it
    might be fast in the current query as projection gets deleted but slow in
    future queries as no projection attached. `rebuild` would rebuild the
    projection which might affect the performance of the current query, but
    might speedup for future queries. A good thing is that these options would
    only work in the part level, which means projections in the part that don't
    get touched would stay intact instead of triggering any action like
    drop or rebuild.

    Possible values:
    - `throw`
    - `drop`
    - `rebuild`
    ",\N,\N,"[]",0,"LightweightMutationProjectionMode",0,"Production"
"25.6.3.116","deduplicate_merge_projection_mode","throw","throw",0,"
    Whether to allow create projection for the table with non-classic MergeTree,
    that is not (Replicated, Shared) MergeTree. Ignore option is purely for
    compatibility which might result in incorrect answer. Otherwise, if allowed,
    what is the action when merge projections, either drop or rebuild. So classic
    MergeTree would ignore this setting. It also controls `OPTIMIZE DEDUPLICATE`
    as well, but has effect on all MergeTree family members. Similar to the
    option `lightweight_mutation_projection_mode`, it is also part level.

    Possible values:
    - `ignore`
    - `throw`
    - `drop`
    - `rebuild`
    ",\N,\N,"[]",0,"DeduplicateMergeProjectionMode",0,"Production"
"25.6.3.116","columns_and_secondary_indices_sizes_lazy_calculation","1","1",0,"
    Calculate columns and secondary indices sizes lazily on first request instead
    of on table initialization.
    ",\N,\N,"[]",0,"Bool",0,"Production"
"25.6.3.116","default_compression_codec","","",0,"
    Specifies the default compression codec to be used if none is defined for a particular column in the table declaration.
    Compression codec selecting order for a column:
        1. Compression codec defined for the column in the table declaration
        2. Compression codec defined in `default_compression_codec` (this setting)
        3. Default compression codec defined in `compression` settings
    Default value: an empty string (not defined).
    ",\N,\N,"[]",0,"String",0,"Production"
"25.6.3.116","min_relative_delay_to_yield_leadership","120","120",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","check_delay_period","60","60",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","replicated_max_parallel_sends","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","replicated_max_parallel_sends_for_table","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","replicated_max_parallel_fetches","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","replicated_max_parallel_fetches_for_table","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","write_final_mark","1","1",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Bool",1,"Obsolete"
"25.6.3.116","min_bytes_for_compact_part","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","min_rows_for_compact_part","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","in_memory_parts_enable_wal","1","1",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Bool",1,"Obsolete"
"25.6.3.116","write_ahead_log_max_bytes","1073741824","1073741824",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","write_ahead_log_bytes_to_fsync","104857600","104857600",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","write_ahead_log_interval_ms_to_fsync","100","100",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","in_memory_parts_insert_sync","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Bool",1,"Obsolete"
"25.6.3.116","max_part_loading_threads","'auto(12)'","'auto(12)'",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"MaxThreads",1,"Obsolete"
"25.6.3.116","max_part_removal_threads","'auto(12)'","'auto(12)'",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"MaxThreads",1,"Obsolete"
"25.6.3.116","use_metadata_cache","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Bool",1,"Obsolete"
"25.6.3.116","merge_tree_enable_clear_old_broken_detached","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","merge_tree_clear_old_broken_detached_parts_ttl_timeout_seconds","2592000","2592000",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","replicated_fetches_http_connection_timeout","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Seconds",1,"Obsolete"
"25.6.3.116","replicated_fetches_http_send_timeout","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Seconds",1,"Obsolete"
"25.6.3.116","replicated_fetches_http_receive_timeout","0","0",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"Seconds",1,"Obsolete"
"25.6.3.116","replicated_max_parallel_fetches_for_host","15","15",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","clean_deleted_rows","Never","Never",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"CleanDeletedRows",1,"Obsolete"
"25.6.3.116","kill_delay_period","30","30",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","kill_delay_period_random_add","10","10",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
"25.6.3.116","kill_threads","128","128",0,"Obsolete setting, does nothing.",\N,\N,"[]",0,"UInt64",1,"Obsolete"
